Escherichia coli str. K-12 substr. MG1655 - GI (Reference)	Escherichia coli str. K-12 substr. MG1655 - Locus Tag (Reference)	Escherichia coli str. K-12 substr. MG1655 - NCBI RefSeq Accession (Reference)	Escherichia coli str. K-12 substr. MG1655 - Description (Reference)	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae KCTC 2242 - ortholog count (reference : comparison)	Klebsiella pneumoniae KCTC 2242 - ortholuge status	Klebsiella pneumoniae KCTC 2242 - ortholog NCBI RefSeq accession	Mycobacterium tuberculosis H37Rv - ortholog count (reference : comparison)	Mycobacterium tuberculosis H37Rv - ortholuge status	Mycobacterium tuberculosis H37Rv - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae 342 - ortholog count (reference : comparison)	Klebsiella pneumoniae 342 - ortholuge status	Klebsiella pneumoniae 342 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholog NCBI RefSeq accession
16128591	b0608	NP_415141.1	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	1 to 1	RBB	YP_005226327	1 to 1	RBB	WP_004140529.1	1 to 1	RBB	WP_031682186.1	1 to 1	RBB	WP_004140529.1	0	N/A		1 to 1	RBB	WP_012542148.1	1 to 1	RBB	WP_004140529.1
16128593	b0610	NP_415143.1	regulator of nucleoside diphosphate kinase	1 to 1	SSD	YP_005225791	1 to 1	SSD	WP_002894404.1	0	N/A		1 to 1	SSD	WP_002894404.1	1 to 1	SSD	WP_002894404.1	1 to 1	SSD	WP_008805623.1	1 to 1	SSD	WP_002894404.1
16128594	b0611	NP_415144.1	ribonuclease I	1 to 1	RBB	YP_005225792	1 to 1	RBB	WP_004176884.1	0	N/A		1 to 1	RBB	WP_004176884.1	1 to 1	RBB	WP_004176884.1	1 to 1	RBB	WP_008805624.1	0	N/A	
16128595	b0612	NP_415145.1	citrate:succinate antiporter	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_012968326.1	0	N/A	
16128596	b0613	NP_415146.1	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	1 to 1	Non-SSD	YP_005225048	1 to 1	Non-SSD	WP_004222628.1	0	N/A		1 to 1	Non-SSD	WP_041168965.1	1 to 1	Non-SSD	WP_004143107.1	1 to 1	Non-SSD	WP_012542885.1	1 to 1	Non-SSD	WP_004222628.1
16128597	b0614	NP_415147.1	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	1 to 1	Non-SSD	YP_005225069	1 to 1	Non-SSD	WP_004222645.1	0	N/A		1 to 1	Non-SSD	WP_002888347.1	1 to 1	Non-SSD	WP_002888347.1	1 to 1	Non-SSD	WP_008807466.1	1 to 1	Non-SSD	WP_002888347.1
16128598	b0615	NP_415148.1	citrate lyase, citrate-ACP transferase (alpha) subunit	1 to 1	Non-SSD	YP_005225047	1 to 1	Non-SSD	WP_004222627.1	0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_012542886.1	1 to 1	Non-SSD	WP_032422031.1
90111153	b0616	NP_415149.4	citrate lyase, citryl-ACP lyase (beta) subunit	1 to 1	Non-SSD	YP_005225046	1 to 1	Non-SSD	WP_004151372.1	2 to 1	RBB	WP_003412766.1;WP_003912070.1	0	N/A		0	N/A		1 to 1	Non-SSD	WP_012542887.1	1 to 1	Non-SSD	WP_004151372.1
16128600	b0617	NP_415150.1	citrate lyase, acyl carrier (gamma) subunit	1 to 1	Non-SSD	YP_005225045	1 to 1	Non-SSD	WP_004151373.1	0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_012542888.1	1 to 1	Non-SSD	WP_004151373.1
90111154	b0618	NP_415151.4	[citrate [pro-3S]-lyase] ligase	1 to 1	Non-SSD	YP_005225044	1 to 1	Non-SSD	WP_004222626.1	0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_012542889.1	1 to 1	Non-SSD	WP_004222626.1
16128602	b0619	NP_415152.1	sensory histidine kinase in two-component regulatory system with citB	1 to 1	RBB	YP_005225039	1 to 1	RBB	WP_004222620.1	0	N/A		1 to 1	Non-SSD	WP_014908018.1	1 to 1	Non-SSD	WP_014908018.1	1 to 1	RBB	WP_012542892.1	1 to 1	RBB	WP_004222620.1
16128603	b0620	NP_415153.1	DNA-binding response regulator in two-component regulatory system with citA	1 to 1	Non-SSD	YP_005225038	1 to 1	Non-SSD	WP_004222618.1	0	N/A		1 to 1	RBB	WP_002888337.1	1 to 1	RBB	WP_002888337.1	1 to 1	Non-SSD	WP_012542893.1	1 to 1	Non-SSD	WP_004222618.1
16128604	b0621	NP_415154.1	anaerobic C4-dicarboxylate transport	1 to 1	SSD	YP_005225793	1 to 1	SSD	WP_004142371.1	0	N/A		1 to 1	SSD	WP_004142371.1	1 to 1	SSD	WP_004142371.1	1 to 1	SSD	WP_008805625.1	1 to 1	SSD	WP_012068448.1
16128605	b0622	NP_415155.1	phospholipid:lipid A palmitoyltransferase	1 to 1	SSD	YP_005225794	1 to 1	SSD	WP_004191339.1	0	N/A		1 to 1	SSD	WP_004191339.1	1 to 1	SSD	WP_004191339.1	1 to 1	SSD	WP_012542461.1	1 to 1	SSD	WP_004191339.1
16128606	b0623	NP_415156.1	DNA-binding transcriptional repressor	1 to 1	SSD	YP_005225795	1 to 1	SSD	WP_002439184.1	1 to 6	RBB	WP_003419650.1	1 to 1	SSD	WP_002439184.1	1 to 1	SSD	WP_002439184.1	1 to 1	Borderline-SSD	WP_012542460.1	1 to 1	SSD	WP_002439184.1
16128607	b0624	NP_415157.1	inner membrane protein associated with chromosome condensation	1 to 1	SSD	YP_005225796	1 to 1	SSD	WP_004223642.1	0	N/A		1 to 1	SSD	WP_002894459.1	1 to 1	SSD	WP_002894459.1	1 to 1	SSD	WP_008805628.1	1 to 1	SSD	WP_002894459.1
16128610	b0627	NP_415160.1	TatABCE protein translocation system subunit	1 to 1	RBB	YP_005225798	1 to 1	RBB	WP_002894464.1	0	N/A		1 to 1	RBB	WP_004179022.1	1 to 1	RBB	WP_004179022.1	1 to 1	RBB	WP_008805630.1	1 to 1	RBB	WP_002894464.1
16128611	b0628	NP_415161.1	lipoate synthase	1 to 1	SSD	YP_005225799	1 to 1	SSD	WP_002894467.1	1 to 1	RBB	WP_003411460.1	1 to 1	SSD	WP_002894467.1	1 to 1	SSD	WP_002894467.1	1 to 1	SSD	WP_002894467.1	1 to 1	SSD	WP_002894467.1
90111155	b0629	NP_415162.4	predicted DNA-binding transcriptional regulator	1 to 1	RBB	YP_005225800	1 to 1	RBB	WP_004223645.1	0	N/A		1 to 1	RBB	WP_009308180.1	1 to 1	RBB	WP_009308180.1	1 to 1	RBB	WP_008805631.1	1 to 1	RBB	WP_009308180.1
90111156	b0630	NP_415163.2	lipoyl-protein ligase	1 to 1	SSD	YP_005225801	1 to 1	SSD	WP_004223647.1	1 to 1	RBB	WP_003411458.1	1 to 1	SSD	WP_002894472.1	1 to 1	SSD	WP_002894472.1	1 to 1	SSD	WP_012542459.1	1 to 1	SSD	WP_002894472.1
16128614	b0631	NP_415164.1	conserved protein, UPF0250 family	1 to 1	SSD	YP_005225802	1 to 1	SSD	WP_002894474.1	0	N/A		1 to 1	SSD	WP_002894474.1	1 to 1	SSD	WP_002894474.1	1 to 1	SSD	WP_002894474.1	1 to 1	SSD	WP_002894474.1
16128615	b0632	NP_415165.1	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)	1 to 1	SSD	YP_005225803	1 to 1	SSD	WP_014599093.1	0	N/A		1 to 1	SSD	WP_002894539.1	1 to 1	SSD	WP_002894539.1	1 to 1	SSD	WP_008805633.1	1 to 1	SSD	WP_002894539.1
16128616	b0633	NP_415166.1	septal ring protein, suppressor of prc, minor lipoprotein	1 to 1	SSD	YP_005225804	1 to 1	SSD	WP_004223650.1	0	N/A		1 to 1	SSD	WP_012737644.1	1 to 1	SSD	WP_012737644.1	1 to 1	SSD	WP_008805634.1	1 to 1	SSD	WP_004147579.1
16128617	b0634	NP_415167.1	cell wall shape-determining protein	1 to 1	SSD	YP_005225805	1 to 1	SSD	WP_002894613.1	1 to 2	RBB	WP_003411165.1	1 to 1	SSD	WP_002894613.1	1 to 1	SSD	WP_002894613.1	1 to 1	SSD	WP_008805635.1	1 to 1	SSD	WP_002894613.1
16128618	b0635	NP_415168.1	transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)	1 to 1	SSD	YP_005225806	1 to 1	SSD	WP_002894617.1	1 to 1	RBB	WP_003899775.1	1 to 1	SSD	WP_002894617.1	1 to 1	SSD	WP_002894617.1	1 to 1	SSD	WP_008805636.1	1 to 1	SSD	WP_002894617.1
16128619	b0636	NP_415169.1	23S rRNA m(3)Psi1915 pseudouridine methyltransferase; SAM-dependent	1 to 1	SSD	YP_005225807	1 to 1	SSD	WP_002894620.1	0	N/A		1 to 1	SSD	WP_002894620.1	1 to 1	SSD	WP_002894620.1	1 to 1	SSD	WP_002894620.1	1 to 1	SSD	WP_002894620.1
90111157	b0637	NP_415170.4	ribosome-associated protein	1 to 1	SSD	YP_005225808	1 to 1	SSD	YP_005953727	1 to 1	RBB	WP_003412394.1	1 to 1	SSD	WP_002894623.1	1 to 1	SSD	WP_002894623.1	1 to 1	SSD	WP_002894623.1	1 to 1	SSD	WP_002894623.1
16128621	b0638	NP_415171.1	predicted alpha-ribazole-5'-P phosphatase	1 to 1	RBB	YP_005225809	1 to 1	RBB	WP_004151650.1	1 to 2	RBB	WP_003411103.1	1 to 1	RBB	WP_012737645.1	1 to 1	RBB	WP_012737645.1	1 to 1	RBB	WP_012542458.1	1 to 1	RBB	WP_004151650.1
16128622	b0639	NP_415172.1	nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent	1 to 1	SSD	YP_005225810	1 to 1	SSD	WP_004223656.1	1 to 1	RBB	WP_003412398.1	1 to 1	SSD	WP_014907928.1	1 to 1	SSD	WP_004176879.1	1 to 1	SSD	WP_012542457.1	1 to 1	SSD	WP_012068451.1
16128623	b0640	NP_415173.1	DNA polymerase III, delta subunit	1 to 1	SSD	YP_005225811	1 to 1	SSD	WP_014599095.1	0	N/A		1 to 1	SSD	WP_002894692.1	1 to 1	SSD	WP_002894692.1	1 to 1	SSD	WP_041165387.1	1 to 1	SSD	WP_041937592.1
16128624	b0641	NP_415174.1	LPS assembly OM complex LptDE, lipoprotein component	1 to 1	SSD	YP_005225812	1 to 1	SSD	WP_002894693.1	0	N/A		1 to 1	SSD	WP_002894693.1	1 to 1	SSD	WP_002894693.1	1 to 1	SSD	WP_008805640.1	1 to 1	SSD	WP_002894693.1
16128625	b0642	NP_415175.1	leucyl-tRNA synthetase	1 to 1	SSD	YP_005225813	1 to 1	SSD	WP_014599096.1	1 to 1	RBB	WP_003900794.1	1 to 1	SSD	WP_041168982.1	1 to 1	SSD	WP_041168982.1	1 to 1	SSD	WP_032729647.1	1 to 1	SSD	WP_004147581.1
16128626	b0643	NP_415176.1	conserved protein, DUF1451 family	1 to 1	Borderline-SSD	YP_005225814	1 to 1	Borderline-SSD	WP_002894699.1	0	N/A		1 to 1	Borderline-SSD	WP_012737647.1	1 to 1	Borderline-SSD	WP_012737647.1	1 to 1	Borderline-SSD	WP_041165457.1	1 to 1	Borderline-SSD	WP_002894699.1
90111158	b0644	NP_415177.4	conserved protein	0	N/A		1 to 1	RBB	WP_004900488.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128628	b0645	NP_415178.1	predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128629	b0646	NP_415179.1	predicted co-chaperone	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128630	b0647	NP_415180.1	conserved protein, Sel1 family	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128631	b0648	NP_415181.1	conserved protein, DUF1266 family	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128632	b0649	NP_415182.1	Hsc56 co-chaperone of HscC	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128633	b0650	NP_415183.1	Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128634	b0651	NP_415184.1	ribonucleoside hydrolase 1	1 to 1	SSD	YP_005227184	1 to 1	SSD	WP_002906791.1	1 to 3	RBB	WP_003417946.1	1 to 1	SSD	WP_002906791.1	1 to 1	SSD	WP_002906791.1	1 to 1	SSD	WP_012541566.1	1 to 1	SSD	WP_015958497.1
16128635	b0652	NP_415185.1	glutamate and aspartate transporter subunit	1 to 1	Borderline-SSD	YP_005225818	1 to 1	Borderline-SSD	WP_002894706.1	0	N/A		1 to 1	Borderline-SSD	WP_002894706.1	1 to 1	Borderline-SSD	WP_002894706.1	1 to 1	Borderline-SSD	WP_008805645.1	1 to 1	Borderline-SSD	WP_002894706.1
16128636	b0653	NP_415186.1	glutamate and aspartate transporter subunit	1 to 1	SSD	YP_005225819	1 to 1	SSD	WP_004212642.1	0	N/A		1 to 1	SSD	WP_004212642.1	1 to 1	SSD	WP_004212642.1	1 to 1	SSD	WP_012542451.1	1 to 1	SSD	WP_004212642.1
16128637	b0654	NP_415187.1	glutamate and aspartate transporter subunit	1 to 1	Borderline-SSD	YP_005225820	1 to 1	Borderline-SSD	WP_004223663.1	0	N/A		1 to 1	Borderline-SSD	WP_002894709.1	1 to 1	SSD	WP_002894709.1	1 to 1	Borderline-SSD	WP_002894709.1	1 to 1	Borderline-SSD	WP_002894709.1
16128638	b0655	NP_415188.1	glutamate and aspartate transporter subunit	1 to 1	SSD	YP_005225821	1 to 1	SSD	WP_014599098.1	0	N/A		1 to 1	SSD	WP_002894712.1	1 to 1	SSD	WP_002894712.1	1 to 1	SSD	WP_012542450.1	1 to 1	SSD	WP_002894712.1
16128639	b0656	NP_415189.1	IS5 transposase and trans-activator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128640	b0657	NP_415190.1	apolipoprotein N-acyltransferase	1 to 1	SSD	YP_005225822	1 to 1	SSD	WP_004223664.1	1 to 1	RBB	WP_029988887.1	1 to 1	SSD	WP_012737650.1	1 to 1	SSD	WP_012737650.1	1 to 1	SSD	WP_012542449.1	1 to 1	SSD	WP_004179036.1
16128641	b0658	NP_415191.1	predicteed ion transport	1 to 1	SSD	YP_005225823	1 to 1	SSD	WP_004197606.1	1 to 1	RBB	WP_003412229.1	1 to 1	SSD	WP_004197606.1	1 to 1	SSD	WP_004197606.1	1 to 1	SSD	WP_004197606.1	1 to 1	SSD	WP_004197606.1
16128642	b0659	NP_415192.1	metal-binding heat shock protein required for rRNA maturation	1 to 1	Borderline-SSD	YP_005225824	1 to 1	Borderline-SSD	WP_002894722.1	1 to 1	RBB	WP_003899292.1	1 to 1	Borderline-SSD	WP_002894722.1	1 to 1	Borderline-SSD	WP_002894722.1	1 to 1	Borderline-SSD	WP_002894722.1	1 to 1	Borderline-SSD	WP_002894722.1
145698230	b0660	NP_415193.2	predicted protein with nucleoside triphosphate hydrolase domain	1 to 1	SSD	YP_005225825	1 to 1	SSD	WP_004176871.1	1 to 1	RBB	WP_003412235.1	1 to 1	SSD	WP_004176871.1	1 to 1	SSD	WP_004176871.1	1 to 1	SSD	WP_008805649.1	1 to 1	SSD	WP_004176871.1
16128644	b0661	NP_415194.1	tRNA-i(6)A37 methylthiotransferase	1 to 1	SSD	YP_005225826	1 to 1	SSD	WP_002894730.1	1 to 1	RBB	WP_003414001.1	1 to 1	SSD	WP_002894730.1	1 to 1	SSD	WP_002894730.1	1 to 1	SSD	WP_012542448.1	1 to 1	SSD	WP_002894730.1
16128645	b0662	NP_415195.1	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase	1 to 1	SSD	YP_005225827	1 to 1	SSD	WP_004179039.1	1 to 1	RBB	WP_003408560.1	1 to 1	SSD	WP_012737652.1	1 to 1	SSD	WP_012737652.1	0	N/A		1 to 1	SSD	WP_012068455.1
16128650	b0674	NP_415200.1	asparagine synthetase B	1 to 1	SSD	YP_005225828	1 to 1	SSD	WP_002894734.1	1 to 1	RBB	WP_003411413.1	1 to 1	SSD	WP_002894734.1	1 to 1	SSD	WP_002894734.1	1 to 1	SSD	WP_008805652.1	1 to 1	SSD	WP_002894734.1
16128651	b0675	NP_415201.1	UMP phosphatase	1 to 1	SSD	YP_005225829	1 to 1	SSD	WP_002894738.1	1 to 1	RBB	WP_003408380.1	1 to 1	SSD	WP_002894738.1	1 to 1	SSD	WP_002894738.1	1 to 1	SSD	WP_008805653.1	1 to 1	SSD	WP_002894738.1
16128652	b0676	NP_415202.1	DNA-binding transcriptional dual regulator, repressor of N-acetylglucosamine	1 to 1	SSD	YP_005225830	1 to 1	SSD	WP_002894742.1	1 to 2	RBB	WP_003402361.1	1 to 1	SSD	WP_002894742.1	1 to 1	SSD	WP_002894742.1	1 to 1	SSD	WP_008805654.1	1 to 1	SSD	WP_002894742.1
16128653	b0677	NP_415203.1	N-acetylglucosamine-6-phosphate deacetylase	1 to 1	SSD	YP_005225831	1 to 1	SSD	WP_004223668.1	1 to 1	RBB	WP_003417418.1	1 to 1	SSD	WP_002894747.1	1 to 1	SSD	WP_002894747.1	1 to 1	SSD	WP_012542447.1	1 to 1	SSD	WP_002894747.1
16128654	b0678	NP_415204.1	glucosamine-6-phosphate deaminase	1 to 1	SSD	YP_005225832	1 to 1	SSD	WP_002894749.1	0	N/A		1 to 1	SSD	WP_002894749.1	1 to 1	SSD	WP_002894749.1	1 to 1	SSD	WP_012542446.1	1 to 1	SSD	WP_002894749.1
16128655	b0679	NP_415205.1	fused N-acetyl glucosamine specific PTS enzyme: IIC, IIB , and IIA components	1 to 1	SSD	YP_005225833	1 to 1	SSD	WP_004147599.1	0	N/A		1 to 1	SSD	WP_012737653.1	1 to 1	SSD	WP_012737653.1	1 to 1	SSD	WP_004147599.1	1 to 1	SSD	WP_004147599.1
16128656	b0680	NP_415206.1	glutamyl-tRNA synthetase	1 to 1	SSD	YP_005225834	1 to 1	SSD	WP_002894753.1	0	N/A		1 to 1	SSD	WP_002894753.1	1 to 1	SSD	WP_002894753.1	1 to 1	SSD	WP_012542445.1	1 to 1	SSD	WP_002894753.1
16128657	b0681	NP_415207.1	chitoporin, uptake of chitosugars	1 to 1	SSD	YP_005225836	1 to 1	SSD	WP_014599100.1	0	N/A		1 to 1	SSD	WP_004152230.1	1 to 1	SSD	YP_002918465	1 to 1	SSD	WP_008805658.1	1 to 1	SSD	WP_004152230.1
16128658	b0682	NP_415208.1	novel lipoprotein induced by chitosugars	1 to 1	SSD	YP_005225837	1 to 1	SSD	WP_002894759.1	0	N/A		1 to 1	SSD	WP_002894759.1	1 to 1	SSD	WP_002894759.1	1 to 1	SSD	WP_008805659.1	1 to 1	SSD	WP_012068456.1
16128659	b0683	NP_415209.1	DNA-binding transcriptional dual regulator of siderophore biosynthesis and transport	1 to 1	SSD	YP_005225838	1 to 1	SSD	WP_002894761.1	1 to 1	RBB	WP_003899290.1	1 to 1	SSD	WP_002894761.1	1 to 1	SSD	WP_002894761.1	1 to 1	SSD	WP_002894761.1	1 to 1	SSD	WP_002894761.1
16128660	b0684	NP_415210.1	flavodoxin 1	1 to 1	SSD	YP_005225839	1 to 1	SSD	WP_002894765.1	0	N/A		1 to 1	SSD	WP_014907923.1	1 to 1	SSD	WP_014907923.1	1 to 1	SSD	WP_002894765.1	1 to 1	SSD	WP_002894765.1
90111159	b0685	NP_415211.2	LexA-regulated conserved protein	1 to 1	SSD	YP_005225840	1 to 1	SSD	WP_002894767.1	0	N/A		1 to 1	SSD	WP_002894767.1	1 to 1	SSD	WP_002894767.1	1 to 1	SSD	WP_012542441.1	1 to 1	SSD	WP_002894767.1
16128662	b0686	NP_415212.1	acyl-CoA esterase in vitro	1 to 1	SSD	YP_005225841	1 to 1	SSD	WP_004223669.1	1 to 1	RBB	WP_010924623.1	1 to 1	SSD	WP_004152229.1	1 to 1	SSD	WP_004152229.1	1 to 1	SSD	WP_012542440.1	1 to 1	SSD	WP_004152229.1
16128663	b0687	NP_415213.1	regulatory protein for replication initiation	1 to 1	SSD	YP_005225843	1 to 1	SSD	WP_002894771.1	0	N/A		1 to 1	SSD	WP_002894771.1	1 to 1	SSD	WP_002894771.1	1 to 1	SSD	WP_012542439.1	1 to 1	SSD	WP_002894771.1
16128664	b0688	NP_415214.1	phosphoglucomutase	1 to 1	SSD	YP_005225844	1 to 1	SSD	WP_002894773.1	1 to 1	RBB	WP_003899902.1	1 to 1	SSD	WP_002894773.1	1 to 1	SSD	WP_002894773.1	1 to 1	SSD	WP_002894773.1	1 to 1	SSD	WP_002894773.1
16128665	b0689	NP_415215.1	lipoprotein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128668	b0692	NP_415219.1	putrescine/proton symporter: putrescine/ornithine antiporter	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128669	b0693	NP_415220.1	ornithine decarboxylase isozyme, inducible	0	N/A		0	N/A		1 to 5	RBB	WP_003899363.1	0	N/A		0	N/A		0	N/A		0	N/A	
16128670	b0694	NP_415222.1	DNA-binding response regulator in two-component regulatory system with KdpD	1 to 1	SSD	YP_005225846	1 to 1	SSD	WP_004223679.1	1 to 1	RBB	WP_003405305.1	1 to 1	SSD	WP_002894776.1	1 to 1	SSD	WP_012737659.1	1 to 1	SSD	WP_012542438.1	1 to 1	SSD	WP_012068459.1
16128671	b0695	NP_415223.1	fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein	1 to 1	SSD	YP_005225847	1 to 1	SSD	WP_004223680.1	1 to 1	RBB	WP_003915886.1	1 to 1	SSD	WP_004176863.1	1 to 1	SSD	WP_004176863.1	1 to 1	SSD	WP_012542437.1	1 to 1	SSD	WP_012068460.1
16128672	b0696	NP_415224.1	potassium translocating ATPase, subunit C	1 to 1	SSD	YP_005225848	1 to 1	SSD	WP_004142248.1	1 to 1	RBB	WP_003405322.1	1 to 1	SSD	WP_004142248.1	1 to 1	SSD	WP_004142248.1	1 to 1	SSD	WP_012542436.1	1 to 1	SSD	WP_004176862.1
16128673	b0697	NP_415225.1	potassium translocating ATPase, subunit B	1 to 1	SSD	YP_005225849	1 to 1	SSD	WP_004147607.1	1 to 1	RBB	WP_003405320.1	1 to 1	SSD	WP_004147607.1	1 to 1	SSD	WP_004147607.1	1 to 1	SSD	WP_008805672.1	1 to 1	SSD	WP_004147607.1
16128674	b0698	NP_415226.1	potassium translocating ATPase, subunit A	1 to 1	Borderline-SSD	YP_005225850	1 to 1	Borderline-SSD	WP_004223682.1	1 to 1	RBB	WP_003405318.1	1 to 1	Borderline-SSD	WP_004142245.1	1 to 1	Borderline-SSD	WP_004142245.1	1 to 1	Borderline-SSD	WP_012542435.1	1 to 1	Borderline-SSD	WP_012068461.1
16128675	b0699	NP_415228.1	predicted protein	1 to 1	SSD	YP_005225851	1 to 1	Borderline-SSD	WP_002894847.1	0	N/A		1 to 1	SSD	WP_002894847.1	1 to 1	SSD	WP_002894847.1	1 to 1	Borderline-SSD	WP_002894847.1	1 to 1	SSD	WP_002894847.1
16128676	b0700	NP_415229.1	rhsC element core protein RshC	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128677	b0702	NP_415230.1	predicted membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128679	b0704	NP_415232.1	predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128681	b0706	NP_415234.1	conserved protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16128682	b0707	NP_415235.1	conserved protein, DUF1722 family	1 to 1	Non-SSD	YP_005224869	1 to 1	Non-SSD	WP_004214857.1	0	N/A		1 to 1	Non-SSD	WP_004178436.1	1 to 1	Non-SSD	WP_004178436.1	1 to 1	Non-SSD	WP_012543012.1	1 to 1	Non-SSD	WP_015959355.1
16128683	b0708	NP_415236.1	deoxyribodipyrimidine photolyase, FAD-binding	1 to 1	Borderline-SSD	YP_005225852	1 to 1	Borderline-SSD	WP_004152225.1	0	N/A		1 to 1	Borderline-SSD	WP_012737661.1	1 to 1	Borderline-SSD	WP_012737661.1	1 to 1	Borderline-SSD	WP_012542434.1	1 to 1	Borderline-SSD	WP_004152225.1
16128684	b0709	NP_415237.1	dipeptide and tripeptide permease D	1 to 1	RBB	YP_005225853	1 to 1	RBB	WP_004142240.1	0	N/A		1 to 1	RBB	WP_004142240.1	1 to 1	RBB	WP_004142240.1	1 to 1	RBB	WP_012542433.1	1 to 1	RBB	WP_004199663.1
16128685	b0710	NP_415238.1	conserved metal-binding protein, NIF3 family	1 to 1	SSD	YP_005225854	1 to 1	SSD	WP_004223686.1	0	N/A		1 to 1	SSD	WP_012737662.1	1 to 1	SSD	WP_012737662.1	1 to 1	SSD	WP_008805677.1	1 to 1	SSD	WP_004176858.1
16128686	b0711	NP_415239.1	predicted enzyme subunit	1 to 1	SSD	YP_005225855	1 to 1	SSD	WP_004176857.1	1 to 1	RBB	WP_003900840.1	1 to 1	SSD	WP_004176857.1	1 to 1	SSD	WP_004176857.1	1 to 1	SSD	WP_012542432.1	1 to 1	SSD	WP_004176857.1
16128687	b0712	NP_415240.1	predicted enzyme subunit	1 to 1	SSD	YP_005225856	1 to 1	SSD	WP_004147614.1	1 to 1	RBB	WP_003401367.1	1 to 1	SSD	WP_012737663.1	1 to 1	SSD	WP_012737663.1	1 to 1	SSD	WP_012542431.1	1 to 1	SSD	WP_012068462.1
16128688	b0713	NP_415241.1	conserved protein, UPF0271 family	1 to 1	SSD	YP_005225857	1 to 1	SSD	WP_004176856.1	0	N/A		1 to 1	SSD	WP_002894926.1	1 to 1	SSD	WP_002894926.1	1 to 1	Borderline-SSD	WP_012542430.1	1 to 1	SSD	WP_004176856.1
16128689	b0714	NP_415242.1	endonuclease VIII/ 5-formyluracil/5-hydroxymethyluracil DNA glycosylase	1 to 1	SSD	YP_005225861	1 to 1	SSD	WP_004223693.1	1 to 1	RBB	WP_003900006.1	1 to 1	SSD	WP_012737664.1	1 to 1	SSD	WP_012737664.1	1 to 1	SSD	WP_008805682.1	1 to 1	SSD	WP_004223693.1
90111163	b0715	NP_415243.4	regulator of aidB expression; inner membrane protein	1 to 1	Borderline-SSD	YP_005226518	1 to 1	Borderline-SSD	WP_004224301.1	0	N/A		1 to 1	Borderline-SSD	WP_004176450.1	1 to 1	Borderline-SSD	WP_004176450.1	1 to 1	Borderline-SSD	WP_012542018.1	1 to 1	Borderline-SSD	WP_004176450.1
