Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Staphylococcus aureus subsp. aureus str. Newman - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus str. Newman - ortholuge status	Staphylococcus aureus subsp. aureus str. Newman - ortholog NCBI RefSeq accession	Bacillus subtilis subsp. subtilis str. 168 - ortholog count (reference : comparison)	Bacillus subtilis subsp. subtilis str. 168 - ortholuge status	Bacillus subtilis subsp. subtilis str. 168 - ortholog NCBI RefSeq accession	Streptococcus pneumoniae D39 - ortholog count (reference : comparison)	Streptococcus pneumoniae D39 - ortholuge status	Streptococcus pneumoniae D39 - ortholog NCBI RefSeq accession
397672618	RVBD_0804	WP_003404117.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672619	RVBD_0805	WP_003404120.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672620	RVBD_0806c	WP_003898594.1	exopolysaccharide phosphotransferase CpsY	0	N/A		0	N/A		0	N/A	
397672621	RVBD_0807	WP_003404127.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672622	RVBD_0808	WP_003911290.1	amidophosphoribosyltransferase	1 to 1	RBB	WP_000483713.1	1 to 1	SSD	NP_388531.2	1 to 1	RBB	YP_815491.1
397672623	RVBD_0809	WP_003404132.1	phosphoribosylformylglycinamidine cyclo-ligase	1 to 1	RBB	WP_000030812.1	1 to 1	SSD	NP_388532.2	1 to 1	RBB	YP_815493.1
397672624	RVBD_0810c	WP_003404135.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672625	RVBD_0811c	WP_003404137.1	folate-binding protein YgfZ	0	N/A		0	N/A		0	N/A	
397672626	RVBD_0812	WP_016896213.1	4-amino-4-deoxychorismate lyase	1 to 1	RBB	WP_000411085.1	1 to 1	RBB	NP_388848.1	0	N/A	
397672628	RVBD_0813Ac	YP_006514163	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672627	RVBD_0813c	WP_003898596.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672629	RVBD_0814c	WP_003404278.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672630	RVBD_0815c	WP_003404293.1	thiosulfate sulfurtransferase	0	N/A		0	N/A		0	N/A	
397672631	RVBD_0816c	WP_003898598.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397672632	RVBD_0817c	WP_003404298.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672633	RVBD_0818	WP_003901018.1	two-component system OmpR family response regulator	0	N/A		0	N/A		0	N/A	
397672634	RVBD_0819	WP_003404307.1	mycothiol acetyltransferase	0	N/A		0	N/A		0	N/A	
397672635	RVBD_0820	WP_003404312.1	phosphate import ATP-binding protein PstB 1	1 to 1	RBB	WP_000079447.1	1 to 2	SSD	NP_390374.1;NP_390375.1	1 to 3	RBB	YP_816695.1;YP_816696.1;YP_817302.1
397672636	RVBD_0821c	WP_003404314.1	phosphate transporter regulatory protein PhoU	2 to 1	RBB	WP_000974847.1	0	N/A		2 to 2	RBB	YP_816694.1;YP_817303.1
397672637	RVBD_0822c	WP_003898600.1	hypothetical protein	2 to 1	RBB	WP_000831055.1	1 to 1	RBB	NP_391432.1	1 to 2	RBB	YP_816669.1;YP_817164.1
397672638	RVBD_0823c	WP_003914633.1	transcriptional regulator	1 to 1	RBB	WP_000662031.1	1 to 1	RBB	NP_387962.1	1 to 1	RBB	YP_817401.1
397672639	RVBD_0824c	WP_003404321.1	acyl-ACP desaturase	0	N/A		0	N/A		0	N/A	
397672640	RVBD_0825c	WP_003404326.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672641	RVBD_0826	WP_003898602.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672642	RVBD_0827c	WP_003917353.1	ArsR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672643	RVBD_0828c	WP_003404336.1	deaminase	0	N/A		1 to 1	RBB	NP_389200.1	0	N/A	
397672644	RVBD_0829	WP_003916729.1	transposase	0	N/A		0	N/A		0	N/A	
397672645	RVBD_0830	WP_003404349.1	hypothetical protein	0	N/A		4 to 1	RBB	NP_389352.1	0	N/A	
397672646	RVBD_0831c	WP_003404352.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672647	RVBD_0832	WP_003404353.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A	
397672648	RVBD_0833	WP_012054164.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A	
397672649	RVBD_0834c	WP_010886090.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A	
397672650	RVBD_0835	WP_003404362.1	lipoprotein LpqQ	0	N/A		0	N/A		0	N/A	
397672651	RVBD_0835Ac	YP_006514186	hypothetical protein	0	N/A		0	N/A		0	N/A	
561108336	RVBD_0836c	WP_003900221.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672653	RVBD_0837c	WP_003404368.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672654	RVBD_0838	WP_003898609.1	D-alanyl-D-alanine dipeptidase	0	N/A		0	N/A		0	N/A	
397672655	RVBD_0839	WP_003404373.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672656	RVBD_0840c	WP_003404376.1	proline-specific peptidase	0	N/A		0	N/A		0	N/A	
397672657	RVBD_0841	WP_003404379.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672658	RVBD_0842	WP_003898610.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672659	RVBD_0843	WP_003404384.1	pyruvate dehydrogenase E1 component subunit alpha	0	N/A		1 to 1	RBB	NP_388687.1	1 to 1	RBB	YP_816502.1
397672660	RVBD_0844c	WP_003404388.1	two-component system, NarL family, nitrate/nitrite response regulator NarL	0	N/A		1 to 1	RBB	NP_391429.1	0	N/A	
397672661	RVBD_0845	WP_003898611.1	two-component system NarL family sensor kinase	0	N/A		1 to 3	RBB	NP_391047.2;NP_391189.1;NP_391430.1	1 to 1	RBB	YP_815864.1
397672662	RVBD_0846c	WP_003404392.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397672663	RVBD_0847	WP_003901025.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672664	RVBD_0848	WP_003911326.1	cysteine synthase A	1 to 1	RBB	WP_000570808.1	0	N/A		0	N/A	
397672665	RVBD_0849	WP_003404402.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672666	RVBD_0850	WP_003404404.1	transposase	0	N/A		0	N/A		0	N/A	
397672667	RVBD_0851c	WP_003898616.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397672668	RVBD_0852	WP_003913008.1	fatty-acid-CoA ligase FadD16	0	N/A		0	N/A		0	N/A	
397672669	RVBD_0853c	WP_003900222.1	alpha-keto-acid decarboxylase	1 to 1	RBB	WP_000813555.1	0	N/A		0	N/A	
397672670	RVBD_0854	WP_003404412.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672671	RVBD_0855	WP_003404414.1	fatty-acid-CoA racemase far	0	N/A		0	N/A		0	N/A	
397672672	RVBD_0856	WP_003903201.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672673	RVBD_0857	WP_003911328.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672674	RVBD_0858c	WP_003404420.1	aminotransferase	0	N/A		1 to 2	RBB	NP_388838.1;NP_391018.2	0	N/A	
397672675	RVBD_0859	WP_009934956.1	acetyl-CoA C-acetyltransferase	0	N/A		0	N/A		0	N/A	
397672676	RVBD_0860	WP_003404426.1	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase	2 to 1	RBB	WP_000154514.1	0	N/A		0	N/A	
397672677	RVBD_0861c	WP_003913615.1	DNA excision repair protein ERCC-3	0	N/A		0	N/A		0	N/A	
397672678	RVBD_0862c	WP_003898622.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672679	RVBD_0863	WP_003911329.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672680	RVBD_0864	WP_003404544.1	molybdenum cofactor biosynthesis protein C 2	0	N/A		0	N/A		0	N/A	
397672681	RVBD_0865	WP_003404549.1	molybdenum cofactor synthesis domain-containing protein	2 to 1	RBB	WP_000503820.1	2 to 1	RBB	NP_390824.1	0	N/A	
397672682	RVBD_0866	WP_003404552.1	molybdopterin synthase catalytic subunit	0	N/A		0	N/A		0	N/A	
397672683	RVBD_0867c	WP_003900223.1	resuscitation-promoting factor rpfA	0	N/A		0	N/A		0	N/A	
397672684	RVBD_0868c	WP_003404559.1	molybdenum cofactor biosynthesis protein MoaD	0	N/A		0	N/A		0	N/A	
397672685	RVBD_0869c	WP_003404564.1	molybdenum cofactor biosynthesis protein A 2	0	N/A		0	N/A		0	N/A	
397672686	RVBD_0870c	WP_003404566.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672687	RVBD_0871	WP_003404570.1	CspA family cold shock protein	0	N/A		0	N/A		0	N/A	
397672688	RVBD_0872c	WP_010886091.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A	
397672689	RVBD_0873	WP_003898626.1	acyl-CoA dehydrogenase fadE10	0	N/A		0	N/A		0	N/A	
397672690	RVBD_0874c	WP_003404586.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672691	RVBD_0875c	WP_003404591.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672692	RVBD_0876c	WP_003898627.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672693	RVBD_0877	WP_003404596.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672694	RVBD_0878c	WP_003900226.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397672695	RVBD_0879c	WP_003404603.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672696	RVBD_0880	WP_003404606.1	methyltransferase	0	N/A		0	N/A		0	N/A	
397672697	RVBD_0881	WP_003916735.1	methyltransferase	0	N/A		0	N/A		0	N/A	
397672698	RVBD_0882	WP_003404614.1	transmembrane protein	0	N/A		0	N/A		0	N/A	
397672699	RVBD_0883c	WP_003404617.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672700	RVBD_0884c	WP_003404623.1	phosphoserine aminotransferase	0	N/A		1 to 1	RBB	NP_388883.1	0	N/A	
397672701	RVBD_0885	WP_003404627.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672702	RVBD_0886	WP_003404631.1	ferredoxin-NADP+ reductase	0	N/A		0	N/A		0	N/A	
397672704	RVBD_0887B	YP_006514239	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672703	RVBD_0887c	WP_003404633.1	PhnB protein	0	N/A		0	N/A		0	N/A	
397672705	RVBD_0888	WP_003901038.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672706	RVBD_0889c	WP_003898633.1	citrate synthase	0	N/A		0	N/A		0	N/A	
397672707	RVBD_0890c	WP_003900227.1	LuxR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672709	RVBD_0891A	YP_006514244	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672708	RVBD_0891c	WP_010886093.1	transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672710	RVBD_0892	WP_003404651.1	hypothetical protein	0	N/A		3 to 1	RBB	NP_390541.1	0	N/A	
397672711	RVBD_0893c	WP_003404654.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672712	RVBD_0894	WP_003404660.1	LuxR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397672713	RVBD_0895	WP_003404663.1	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A	
397672714	RVBD_0896	WP_003901040.1	citrate synthase 1	0	N/A		0	N/A		0	N/A	
397672715	RVBD_0897c	WP_003900230.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397672716	RVBD_0898c	WP_003404673.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672717	RVBD_0899	WP_003404684.1	OOP family OmpA-OmpF porin	0	N/A		1 to 2	RBB	NP_389251.1;NP_390850.1	0	N/A	
397672718	RVBD_0900	WP_003404687.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672719	RVBD_0901	WP_003404688.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672720	RVBD_0902c	WP_003404689.1	sensor-type histidine kinase prrB	0	N/A		0	N/A		0	N/A	
397672721	RVBD_0903c	WP_009935658.1	transcriptional regulatory protein prrA	0	N/A		0	N/A		0	N/A	
397672722	RVBD_0904c	WP_003404691.1	acetyl-CoA carboxylase, carboxyl transferase subunit beta	1 to 1	RBB	WP_000471564.1	1 to 1	RBB	NP_390799.2	1 to 1	RBB	YP_815899.1
397672723	RVBD_0905	WP_003404702.1	enoyl-CoA hydratase	0	N/A		0	N/A		0	N/A	
397672724	RVBD_0906	WP_003900231.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672725	RVBD_0907	WP_003404707.1	beta-lactamase	0	N/A		0	N/A		0	N/A	
397672726	RVBD_0908	WP_003898639.1	HAD ATPase, P-type, family IC	0	N/A		0	N/A		1 to 1	RBB	YP_816893.1
397672727	RVBD_0908A	YP_006514262	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672728	RVBD_0909	WP_003898641.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672729	RVBD_0910	WP_003404726.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672730	RVBD_0911	WP_003404735.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672731	RVBD_0912	WP_003404738.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672732	RVBD_0912Ac	YP_006514267	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672733	RVBD_0913c	WP_003404742.1	carotenoid cleavage dioxygenase	0	N/A		0	N/A		0	N/A	
397672734	RVBD_0914c	WP_003404744.1	acetyl-CoA C-acetyltransferase	0	N/A		0	N/A		0	N/A	
397672735	RVBD_0915c	WP_003404747.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397672736	RVBD_0916c	WP_003404748.1	PE family protein	0	N/A		0	N/A		0	N/A	
397672737	RVBD_0917	WP_003404749.1	betaine/carnitine/choline transporter (BCCT) family transporter	1 to 2	RBB	WP_001088979.1;WP_000792345.1	1 to 1	RBB	NP_390885.1	0	N/A	
397672738	RVBD_0917A	YP_006514273	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672739	RVBD_0918	WP_003898647.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672740	RVBD_0919	WP_003404756.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672741	RVBD_0920c	WP_003404757.1	transposase	0	N/A		0	N/A		0	N/A	
397672742	RVBD_0921	WP_003404760.1	resolvase	0	N/A		0	N/A		0	N/A	
397672743	RVBD_0922	WP_003404761.1	transposase	0	N/A		0	N/A		0	N/A	
397672744	RVBD_0923c	WP_003898648.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672745	RVBD_0924c	WP_003917375.1	metal ion (Mn2+/Fe2+) transporter (Nramp) family metal ion transporter	1 to 1	RBB	WP_001060842.1	1 to 1	RBB	NP_388317.1	0	N/A	
397672746	RVBD_0925c	WP_003404764.1	manganese transporter	0	N/A		0	N/A		0	N/A	
397672747	RVBD_0926c	WP_003404767.1	dihydrodipicolinate reductase	0	N/A		0	N/A		0	N/A	
397672748	RVBD_0927c	WP_003404769.1	7-alpha-hydroxysteroid dehydrogenase	0	N/A		0	N/A		0	N/A	
397672749	RVBD_0928	WP_003404775.1	phosphate-binding protein pstS 3	0	N/A		0	N/A		0	N/A	
397672750	RVBD_0929	WP_003404779.1	phosphate transporter permease pstC 2	2 to 1	RBB	WP_000204625.1	2 to 1	RBB	NP_390377.2	0	N/A	
397672751	RVBD_0930	WP_003911305.1	phosphate transporter permease pstA 1	1 to 1	RBB	WP_000450297.1	0	N/A		1 to 1	RBB	YP_817301.1
397672752	RVBD_0931c	WP_003404782.1	serine/threonine-protein kinase pknD	0	N/A		0	N/A		0	N/A	
397672753	RVBD_0932c	WP_003898652.1	phosphate-binding protein pstS 2	0	N/A		0	N/A		0	N/A	
397672754	RVBD_0933	WP_003898653.1	phosphate import ATP-binding protein PstB 2	0	N/A		0	N/A		0	N/A	
397672755	RVBD_0934	WP_003900236.1	phosphate-binding protein pstS 1	0	N/A		0	N/A		0	N/A	
397672756	RVBD_0935	WP_003404792.1	phosphate transporter permease pstC 1	2 to 1	RBB	WP_000204625.1	2 to 1	SSD	NP_390377.2	1 to 2	RBB	YP_816698.1;YP_817300.1
397672757	RVBD_0936	WP_003404794.1	phosphate transporter permease pstA 2	0	N/A		1 to 1	RBB	NP_390376.2	1 to 1	RBB	YP_816697.1
397672758	RVBD_0937c	WP_003404795.1	Ku protein	0	N/A		1 to 1	RBB	NP_389224.1	0	N/A	
397672759	RVBD_0938	WP_003911307.1	DNA ligase D	0	N/A		2 to 1	RBB	NP_389223.1	0	N/A	
397672760	RVBD_0939	WP_003404801.1	bifunctional 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase/cyclase/dehydrase	0	N/A		0	N/A		0	N/A	
397672761	RVBD_0940c	WP_003404819.1	oxidoreductase	0	N/A		5 to 1	RBB	NP_388766.2	0	N/A	
397672762	RVBD_0941c	WP_003918156.1	anti-anti-sigma factor	0	N/A		0	N/A		0	N/A	
397672763	RVBD_0942	WP_003901948.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672764	RVBD_0943c	WP_003898656.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397672765	RVBD_0944	WP_003404828.1	formamidopyrimidine-DNA glycosylase	0	N/A		0	N/A		0	N/A	
397672766	RVBD_0945	WP_003911341.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397672768	RVBD_0946Ac	YP_006514303	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672767	RVBD_0946c	WP_003404830.1	glucose-6-phosphate isomerase	1 to 1	RBB	WP_000148855.1	1 to 1	SSD	NP_391013.2	1 to 1	RBB	YP_817286.1
397672769	RVBD_0947c	YP_006514304	mycolyl transferase	0	N/A		0	N/A		0	N/A	
397672770	RVBD_0948c	WP_003911308.1	chorismate mutase	0	N/A		0	N/A		0	N/A	
397672771	RVBD_0949	WP_003404859.1	ATP-dependent DNA helicase pcrA	1 to 1	RBB	WP_000992921.1	1 to 1	SSD	NP_388543.1	1 to 1	RBB	YP_816449.1
397672772	RVBD_0950c	WP_003404862.1	hypothetical protein	1 to 2	RBB	WP_000166917.1;WP_000736798.1	1 to 1	RBB	NP_390018.2	0	N/A	
397672773	RVBD_0951	WP_003898659.1	succinyl-CoA ligase subunit beta	1 to 1	RBB	WP_001020801.1	1 to 1	SSD	NP_389491.1	0	N/A	
397672774	RVBD_0952	WP_009935735.1	succinyl-CoA ligase [ADP-forming] subunit alpha	1 to 1	RBB	WP_000110253.1	1 to 1	SSD	NP_389492.1	0	N/A	
397672775	RVBD_0953c	WP_003404873.1	oxidoreductase	0	N/A		5 to 1	RBB	NP_388766.2	0	N/A	
397672776	RVBD_0954	WP_003404875.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672777	RVBD_0955	WP_003912990.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672778	RVBD_0956	WP_003898661.1	phosphoribosylglycinamide formyltransferase	1 to 1	RBB	WP_000238664.1	1 to 1	RBB	NP_388533.2	1 to 1	RBB	YP_815495.1
397672779	RVBD_0957	WP_003404890.1	bifunctional purine biosynthesis protein purH	1 to 1	RBB	WP_000709280.1	1 to 1	SSD	NP_388534.2	1 to 1	RBB	YP_815500.1
397672780	RVBD_0958	WP_009935682.1	magnesium chelatase subunit I	0	N/A		1 to 1	RBB	NP_388691.1	0	N/A	
397672781	RVBD_0959	WP_015456190.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672782	RVBD_0959A	WP_003404898.1	antitoxin	0	N/A		0	N/A		0	N/A	
397672783	RVBD_0960	WP_003404903.1	toxin	0	N/A		0	N/A		0	N/A	
397672784	RVBD_0961	WP_009935687.1	membrane protein	0	N/A		0	N/A		0	N/A	
397672786	RVBD_0962Ac	YP_006514321	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672785	RVBD_0962c	WP_003916736.1	lipoprotein LprP	0	N/A		0	N/A		0	N/A	
397672787	RVBD_0963c	WP_003404915.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672788	RVBD_0964c	WP_003911344.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672789	RVBD_0965c	WP_003404920.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672790	RVBD_0966c	WP_010886096.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672791	RVBD_0967	WP_003404935.1	copper-sensing transcriptional repressor CsoR	0	N/A		0	N/A		0	N/A	
397672792	RVBD_0968	WP_003404939.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672793	RVBD_0969	WP_003912985.1	heavy metal translocating P-type ATPase	1 to 1	RBB	WP_000024127.1	1 to 1	SSD	NP_391230.2	1 to 1	RBB	YP_816131.1
397672794	RVBD_0970	WP_003898666.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672795	RVBD_0971c	WP_003404949.1	enoyl-CoA hydratase	0	N/A		0	N/A		0	N/A	
397672796	RVBD_0972c	WP_003898667.1	acyl-CoA dehydrogenase fadE12	0	N/A		0	N/A		0	N/A	
397672797	RVBD_0973c	WP_003900244.1	propionyl-CoA carboxylase subunit alpha	2 to 2	RBB	WP_000756612.1;WP_000942744.1	0	N/A		0	N/A	
397672798	RVBD_0974c	WP_003911310.1	propionyl-CoA carboxylase subunit beta	0	N/A		0	N/A		0	N/A	
397672799	RVBD_0975c	WP_003898670.1	acyl-CoA dehydrogenase	0	N/A		0	N/A		0	N/A	
397672800	RVBD_0976c	WP_003404960.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672801	RVBD_0977	WP_010886098.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A	
397672802	RVBD_0978c	WP_010886099.1	40-residue YVTN family beta-propeller	0	N/A		2 to 2	RBB	NP_391624.1;NP_391625.1	0	N/A	
397672804	RVBD_0979A	WP_003405053.1	50S ribosomal protein L32	0	N/A		0	N/A		0	N/A	
397672803	RVBD_0979c	WP_003907536.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672805	RVBD_0980c	WP_010886100.1	40-residue YVTN family beta-propeller	0	N/A		2 to 2	RBB	NP_391624.1;NP_391625.1	0	N/A	
561108337	RVBD_0981	WP_003916757.1	response regulator mprA	0	N/A		1 to 1	RBB	NP_389208.1	0	N/A	
397672807	RVBD_0982	WP_003911317.1	signal transduction histidine-protein kinase/phosphatase mprB	0	N/A		0	N/A		1 to 1	RBB	YP_816196.1
397672808	RVBD_0983	WP_010886101.1	serine protease PepD	2 to 1	RBB	WP_001279338.1	0	N/A		2 to 1	RBB	YP_817447.1
397672809	RVBD_0984	WP_003405127.1	molybdenum cofactor synthesis domain-containing protein	2 to 1	RBB	WP_000503820.1	2 to 1	RBB	NP_390824.1	0	N/A	
397672810	RVBD_0985c	WP_003405128.1	large-conductance mechanosensitive channel	1 to 1	RBB	WP_000910489.1	1 to 1	RBB	NP_391517.1	1 to 1	RBB	YP_816375.1
397672811	RVBD_0986	WP_003900248.1	ABC transporter ATP-binding protein	2 to 3	RBB	WP_000985996.1;WP_000923760.1;WP_000154162.1	1 to 3	RBB	NP_389319.1;NP_390920.1;NP_391208.2	1 to 1	RBB	YP_816181.1
397672812	RVBD_0987	WP_003915882.1	ABC transporter permease	0	N/A		0	N/A		0	N/A	
397672813	RVBD_0988	WP_003898675.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672814	RVBD_0989c	WP_010886102.1	heptaprenyl diphosphate synthase	2 to 1	RBB	WP_001096471.1	2 to 1	RBB	NP_390155.1	0	N/A	
397672815	RVBD_0990c	WP_003898677.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672816	RVBD_0991c	WP_003405142.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672817	RVBD_0992c	WP_003901063.1	5-formyltetrahydrofolate cyclo-ligase	0	N/A		1 to 1	RBB	NP_390369.1	0	N/A	
397672818	RVBD_0993	WP_003911320.1	UTP-glucose-1-phosphate uridylyltransferase	1 to 1	RBB	WP_000721336.1	1 to 3	RBB	NP_389700.1;NP_390963.1;NP_391447.1	1 to 1	RBB	YP_817307.1
397672819	RVBD_0994	WP_003898680.1	molybdopterin molybdenumtransferase 1	2 to 1	RBB	WP_000259718.1	0	N/A		0	N/A	
397672820	RVBD_0995	WP_003405148.1	ribosomal-protein-alanine N-acetyltransferase	0	N/A		1 to 1	RBB	NP_389071.1	0	N/A	
397672821	RVBD_0996	WP_003901065.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672822	RVBD_0996A	YP_006514357	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672823	RVBD_0997	YP_006514358	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672824	RVBD_0998	WP_031646938.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672825	RVBD_0999	WP_003911352.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672826	RVBD_1000c	WP_003898684.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672827	RVBD_1001	WP_003405169.1	arginine deiminase	1 to 1	RBB	WP_000129411.1	0	N/A		0	N/A	
397672828	RVBD_1002c	WP_003898685.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672829	RVBD_1003	WP_003405173.1	ribosomal RNA small subunit methyltransferase I	1 to 1	RBB	WP_000279926.1	1 to 1	RBB	NP_387917.1	1 to 1	RBB	YP_816311.1
397672830	RVBD_1004c	WP_003910253.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672831	RVBD_1005c	WP_003405178.1	aminodeoxychorismate synthase, component I	1 to 1	RBB	WP_001217785.1	0	N/A		1 to 1	RBB	YP_816077.1
397672832	RVBD_1006	WP_003405180.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672833	RVBD_1007c	WP_003911321.1	methionyl-tRNA synthetase	1 to 1	RBB	WP_001051127.1	1 to 1	SSD	NP_387919.1	1 to 1	RBB	YP_816183.1
397672834	RVBD_1008	WP_003916762.1	TatD family hydrolase	1 to 1	RBB	WP_000904312.1	1 to 1	RBB	NP_387920.1	1 to 1	RBB	YP_817210.1
397672835	RVBD_1009	WP_023637366.1	resuscitation-promoting factor rpfB	0	N/A		0	N/A		0	N/A	
397672836	RVBD_1010	WP_003405191.1	ribosomal RNA small subunit methyltransferase A	1 to 1	RBB	WP_041174164.1	1 to 1	SSD	NP_387923.1	1 to 1	RBB	YP_817204.1
397672837	RVBD_1011	WP_003405199.1	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	1 to 1	RBB	WP_000638870.1	1 to 1	RBB	NP_387927.1	0	N/A	
397672838	RVBD_1012	WP_003900254.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397672839	RVBD_1013	WP_003405202.1	fatty-acyl-CoA synthase	0	N/A		0	N/A		0	N/A	
397672840	RVBD_1014c	WP_003405251.1	peptidyl-tRNA hydrolase	1 to 1	RBB	WP_000649791.1	1 to 1	RBB	NP_387934.1	1 to 1	RBB	YP_815426.1
397672841	RVBD_1015c	WP_003405254.1	50S ribosomal protein L25	1 to 1	RBB	WP_000157650.1	1 to 1	RBB	NP_387933.1	0	N/A	
397672842	RVBD_1016c	WP_009937455.1	lipoprotein LpqT	0	N/A		0	N/A		0	N/A	
