Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Lactobacillus rhamnosus GG NC_013198 - ortholog count (reference : comparison)	Lactobacillus rhamnosus GG NC_013198 - ortholuge status	Lactobacillus rhamnosus GG NC_013198 - ortholog NCBI RefSeq accession	Bacteroides vulgatus ATCC 8482 - ortholog count (reference : comparison)	Bacteroides vulgatus ATCC 8482 - ortholuge status	Bacteroides vulgatus ATCC 8482 - ortholog NCBI RefSeq accession	Eubacterium eligens ATCC 27750 - ortholog count (reference : comparison)	Eubacterium eligens ATCC 27750 - ortholuge status	Eubacterium eligens ATCC 27750 - ortholog NCBI RefSeq accession	Eubacterium rectale ATCC 33656 - ortholog count (reference : comparison)	Eubacterium rectale ATCC 33656 - ortholuge status	Eubacterium rectale ATCC 33656 - ortholog NCBI RefSeq accession
397673072	RVBD_1232c	WP_009935769.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673073	RVBD_1233c	WP_003406288.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673074	RVBD_1234	WP_003406290.1	transmembrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673075	RVBD_1235	WP_003911458.1	multiple sugar transporter substrate-binding protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673076	RVBD_1236	WP_003406295.1	multiple sugar transporter permease	0	N/A		0	N/A		3 to 1	RBB	WP_041688723.1	0	N/A	
397673077	RVBD_1237	WP_003898784.1	multiple sugar transporter permease	0	N/A		1 to 1	RBB	WP_005839542.1	2 to 1	RBB	WP_041688248.1	1 to 1	RBB	WP_012742048.1
397673078	RVBD_1238	WP_003406299.1	multiple sugar transporter ATP-binding protein	3 to 1	RBB	WP_005684961.1	0	N/A		1 to 1	RBB	WP_012740037.1	1 to 1	SSD	WP_012743116.1
397673079	RVBD_1239c	WP_003916789.1	magnesium and cobalt transporter CorA	1 to 1	RBB	WP_014569286.1	1 to 1	RBB	WP_005843785.1	1 to 1	RBB	WP_012739801.1	1 to 1	RBB	WP_012741324.1
397673080	RVBD_1240	WP_003406301.1	malate dehydrogenase	0	N/A		1 to 1	RBB	WP_005840814.1	0	N/A		0	N/A	
397673081	RVBD_1241	WP_003406302.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673082	RVBD_1242	WP_003406304.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673083	RVBD_1243c	WP_003910308.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673084	RVBD_1244	WP_003900301.1	glycine betaine/proline transporter substrate-binding protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673085	RVBD_1245c	WP_003898788.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673086	RVBD_1246c	WP_003898789.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673087	RVBD_1247c	WP_003406322.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673088	RVBD_1248c	WP_003898790.1	2-oxoglutarate decarboxylase	0	N/A		0	N/A		0	N/A		0	N/A	
397673089	RVBD_1249c	WP_003406325.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673090	RVBD_1250	WP_003898791.1	drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter	1 to 2	RBB	WP_014569726.1;WP_014570088.1	6 to 1	RBB	WP_005849911.1	0	N/A		0	N/A	
397673091	RVBD_1251c	WP_003406332.1	hypothetical protein	0	N/A		1 to 2	RBB	WP_041174404.1;WP_011965392.1	0	N/A		0	N/A	
397673092	RVBD_1252c	WP_003406334.1	lipoprotein LprE	0	N/A		0	N/A		0	N/A		0	N/A	
397673093	RVBD_1253	WP_003898793.1	ATP-dependent RNA helicase DeaD	1 to 1	SSD	WP_005686635.1	1 to 1	RBB	WP_005838746.1	1 to 1	RBB	WP_041688661.1	1 to 1	SSD	WP_012744040.1
397673094	RVBD_1254	WP_003406347.1	acyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
397673095	RVBD_1255c	WP_003406350.1	transcriptional regulator	1 to 1	RBB	WP_005687689.1	0	N/A		0	N/A		0	N/A	
397673096	RVBD_1256c	WP_003406352.1	cytochrome P450 130 cyp130	0	N/A		0	N/A		0	N/A		0	N/A	
397673097	RVBD_1257c	WP_003406358.1	glycolate oxidase subunit GlcD	2 to 1	SSD	YP_003172075	0	N/A		0	N/A		0	N/A	
397673098	RVBD_1258c	WP_003406359.1	H+ Antiporter protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673099	RVBD_1259	WP_003911466.1	uracil-DNA glycosylase, family 4	0	N/A		0	N/A		0	N/A		0	N/A	
397673100	RVBD_1260	WP_003406361.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673101	RVBD_1261c	WP_003406364.1	deazaflavin-dependent nitroreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673102	RVBD_1262c	WP_003898798.1	hypothetical protein	1 to 1	Borderline-SSD	WP_014569743.1	0	N/A		1 to 1	RBB	WP_012740190.1	1 to 1	SSD	WP_012740982.1
397673103	RVBD_1263	WP_003406369.1	amidase	0	N/A		0	N/A		0	N/A		0	N/A	
397673104	RVBD_1264	WP_003406372.1	pH-sensitive adenylate cyclase	0	N/A		0	N/A		0	N/A		0	N/A	
397673105	RVBD_1265	WP_009938916.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673106	RVBD_1266c	WP_003898799.1	serine/threonine protein kinase	0	N/A		0	N/A		0	N/A		0	N/A	
397673107	RVBD_1267c	WP_003406553.1	transcriptional regulator embR	0	N/A		0	N/A		0	N/A		0	N/A	
397673108	RVBD_1268c	WP_003898800.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673109	RVBD_1269c	WP_003406558.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673110	RVBD_1270c	WP_003406562.1	lipoprotein LprA	0	N/A		0	N/A		0	N/A		0	N/A	
397673111	RVBD_1271c	WP_003406566.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673112	RVBD_1272c	WP_003406569.1	ATP-binding cassette, subfamily B	1 to 1	RBB	WP_005684924.1	1 to 1	RBB	WP_005844224.1	1 to 1	RBB	WP_012739915.1	1 to 2	RBB	WP_015569470.1;WP_012743153.1
397673113	RVBD_1273c	WP_003406574.1	ATP-binding cassette, subfamily B	1 to 1	RBB	WP_005684925.1	0	N/A		1 to 2	RBB	WP_012738337.1;WP_012739916.1	1 to 1	RBB	WP_012743008.1
397673114	RVBD_1274	WP_003901123.1	lipoprotein LprB	0	N/A		0	N/A		0	N/A		0	N/A	
397673115	RVBD_1275	WP_003900308.1	lipoprotein LprC	0	N/A		0	N/A		0	N/A		0	N/A	
397673116	RVBD_1276c	WP_003898805.1	phosphohistidine phosphatase	0	N/A		0	N/A		0	N/A		0	N/A	
397673117	RVBD_1277	WP_003911418.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673118	RVBD_1278	WP_003898806.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673119	RVBD_1279	WP_003406598.1	dehydrogenase FAD flavoprotein gmc oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673120	RVBD_1280c	WP_003900310.1	peptide/nickel transporter substrate-binding protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673121	RVBD_1281c	WP_003406602.1	oligopeptide/dipeptide ABC transporter ATP-binding protein	1 to 3	RBB	WP_005684357.1;WP_005685983.1;WP_005692769.1	0	N/A		0	N/A		1 to 1	RBB	WP_012741842.1
397673122	RVBD_1282c	WP_003406607.1	peptide/nickel transporter permease	1 to 2	RBB	WP_005685980.1;WP_014569872.1	0	N/A		0	N/A		2 to 1	SSD	WP_012741841.1
397673123	RVBD_1283c	WP_003406613.1	peptide/nickel transporter permease	1 to 1	RBB	WP_014569873.1	0	N/A		0	N/A		0	N/A	
397673124	RVBD_1284	WP_003406616.1	carbonic anhydrase	0	N/A		1 to 1	RBB	WP_005842314.1	0	N/A		0	N/A	
397673125	RVBD_1285	WP_003911471.1	sulfate adenylyltransferase subunit 2	0	N/A		1 to 1	RBB	WP_005840186.1	1 to 1	RBB	WP_012740115.1	1 to 1	RBB	WP_022292454.1
397673126	RVBD_1286	WP_003406621.1	bifunctional enzyme CysN/CysC	0	N/A		1 to 1	RBB	WP_008667718.1	1 to 1	RBB	WP_041688823.1	1 to 1	SSD	WP_041254626.1
397673127	RVBD_1287	WP_003406624.1	Rrf2 family protein	0	N/A		0	N/A		1 to 1	RBB	WP_012738886.1	1 to 1	RBB	WP_012741231.1
397673128	RVBD_1288	WP_003406625.1	hypothetical protein	1 to 1	RBB	WP_014569925.1	1 to 1	RBB	WP_005847415.1	1 to 1	RBB	WP_012738291.1	1 to 1	RBB	WP_041254480.1
397673129	RVBD_1289	WP_003406626.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673131	RVBD_1290A	WP_003406628.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673130	RVBD_1290c	WP_003406627.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673132	RVBD_1291c	WP_003406629.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673133	RVBD_1292	WP_003406630.1	arginyl-tRNA synthetase	1 to 1	SSD	WP_014569745.1	1 to 1	RBB	WP_005850079.1	1 to 1	RBB	WP_012738775.1	1 to 1	SSD	WP_012743073.1
397673134	RVBD_1293	WP_003406632.1	diaminopimelate decarboxylase	1 to 1	SSD	WP_014568950.1	1 to 1	RBB	WP_005841215.1	1 to 1	RBB	WP_012739187.1	1 to 1	RBB	WP_012742310.1
397673135	RVBD_1294	WP_003406648.1	homoserine dehydrogenase	1 to 1	SSD	WP_014569938.1	0	N/A		1 to 1	RBB	WP_022097763.1	1 to 1	SSD	WP_012741626.1
397673136	RVBD_1295	WP_003406652.1	threonine synthase	0	N/A		0	N/A		0	N/A		0	N/A	
397673137	RVBD_1295A	YP_006514672	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673138	RVBD_1296	WP_003406654.1	homoserine kinase	1 to 1	RBB	WP_014569936.1	0	N/A		0	N/A		0	N/A	
397673139	RVBD_1297	WP_003898814.1	transcription termination factor Rho	0	N/A		1 to 1	RBB	WP_005840325.1	1 to 1	RBB	WP_041688175.1	1 to 1	RBB	WP_041254554.1
397673140	RVBD_1298	WP_003406668.1	50S ribosomal protein L31	1 to 1	RBB	WP_005686641.1	1 to 1	RBB	WP_005838658.1	1 to 1	RBB	WP_012739673.1	1 to 1	RBB	WP_015516145.1
397673141	RVBD_1299	WP_003406670.1	peptide chain release factor 1	1 to 1	RBB	WP_005684917.1	1 to 1	RBB	WP_005843023.1	1 to 1	RBB	WP_012739670.1	1 to 1	RBB	WP_012742341.1
397673142	RVBD_1300	WP_003916325.1	HemK family methyltransferase	1 to 1	RBB	WP_015764924.1	1 to 1	RBB	WP_008666701.1	1 to 1	RBB	WP_012739671.1	1 to 1	RBB	WP_012742340.1
397673143	RVBD_1301	WP_003898815.1	Sua5/YciO/YrdC/YwlC family protein	1 to 1	Borderline-SSD	WP_014569521.1	1 to 1	RBB	WP_005842961.1	1 to 1	RBB	WP_012740162.1	1 to 1	Borderline-SSD	WP_012741039.1
397673144	RVBD_1302	WP_031646975.1	undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	0	N/A		1 to 3	RBB	WP_007219035.1;WP_005636844.1;WP_041174532.1	0	N/A		0	N/A	
397673145	RVBD_1303	WP_003406680.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673146	RVBD_1304	WP_003406681.1	ATP synthase subunit A	1 to 1	RBB	WP_014569523.1	1 to 1	RBB	WP_012055505.1	1 to 2	RBB	WP_041688193.1;WP_012740155.1	1 to 2	RBB	WP_012741044.1;WP_012743659.1
397673147	RVBD_1305	WP_003406686.1	ATP synthase subunit C	0	N/A		0	N/A		0	N/A		0	N/A	
397673148	RVBD_1306	WP_003898818.1	ATP synthase subunit B	0	N/A		1 to 1	RBB	WP_005846830.1	0	N/A		1 to 1	RBB	WP_012743657.1
397673149	RVBD_1307	WP_003406697.1	ATP synthase subunit B-delta	1 to 1	RBB	WP_014569524.1	0	N/A		0	N/A		0	N/A	
397673150	RVBD_1308	WP_003406699.1	ATP synthase subunit alpha	1 to 1	RBB	WP_005713769.1	1 to 1	RBB	WP_005846835.1	1 to 2	RBB	WP_041688189.1;WP_012740151.1	1 to 2	RBB	WP_012741048.1;WP_041254219.1
397673151	RVBD_1309	WP_003898819.1	ATP synthase subunit gamma	1 to 1	RBB	WP_005689005.1	1 to 1	RBB	WP_005846837.1	1 to 2	RBB	WP_012739708.1;WP_012740150.1	1 to 1	RBB	WP_012741049.1
397673152	RVBD_1310	WP_003406701.1	ATP synthase subunit beta	1 to 1	SSD	WP_005684904.1	1 to 1	RBB	WP_005846820.1	1 to 2	RBB	WP_041688187.1;WP_041688829.1	1 to 2	RBB	WP_012741050.1;WP_012743653.1
397673153	RVBD_1311	WP_003406708.1	ATP synthase subunit epsilon	1 to 1	RBB	WP_005684903.1	0	N/A		1 to 1	RBB	WP_012740148.1	1 to 1	RBB	WP_012741051.1
397673154	RVBD_1312	WP_003406722.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673155	RVBD_1313c	WP_003900758.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A	
397673156	RVBD_1314c	WP_003406839.1	cob(I)yrinic acid a,c-diamide adenosyltransferase	1 to 1	RBB	WP_005686188.1	1 to 2	RBB	WP_005845453.1;WP_008668718.1	0	N/A		0	N/A	
397673157	RVBD_1315	WP_003406845.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	1 to 1	RBB	WP_005686643.1	1 to 1	RBB	WP_005839229.1	1 to 1	RBB	WP_012738344.1	1 to 1	RBB	WP_012741369.1
397673158	RVBD_1316c	WP_003406857.1	methylated-DNA--protein-cysteine methyltransferase	1 to 1	Borderline-SSD	WP_005687408.1	1 to 1	RBB	WP_012055607.1	1 to 1	RBB	WP_012739878.1	1 to 1	Borderline-SSD	WP_012743265.1
397673159	RVBD_1317c	WP_003900313.1	ada regulatory protein alkA	0	N/A		0	N/A		0	N/A		0	N/A	
397673160	RVBD_1318c	WP_003406864.1	adenylate cyclase	0	N/A		0	N/A		0	N/A		0	N/A	
397673161	RVBD_1319c	WP_003406867.1	adenylate cyclase	0	N/A		0	N/A		0	N/A		0	N/A	
397673162	RVBD_1320c	WP_009935613.1	adenylate cyclase	0	N/A		0	N/A		0	N/A		0	N/A	
397673163	RVBD_1321	WP_003916802.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673164	RVBD_1322	WP_003898823.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673165	RVBD_1322A	WP_003900316.1	methylmalonyl-CoA epimerase	0	N/A		1 to 1	RBB	WP_005847427.1	0	N/A		0	N/A	
397673166	RVBD_1323	WP_023637385.1	acetyl-CoA C-acetyltransferase	1 to 1	RBB	WP_014569782.1	0	N/A		0	N/A		1 to 1	SSD	WP_012741635.1
397673167	RVBD_1324	WP_003406887.1	thioredoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673168	RVBD_1325c	WP_010886112.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673169	RVBD_1326c	WP_003900318.1	1,4-alpha-glucan-branching protein	1 to 1	RBB	WP_014569846.1	1 to 1	RBB	WP_005852530.1	1 to 1	RBB	WP_041688860.1	1 to 1	RBB	WP_022293646.1
397673170	RVBD_1327c	WP_003915171.1	glucanase glgE	0	N/A		0	N/A		0	N/A		0	N/A	
397673171	RVBD_1328	WP_003901135.1	glycogen phosphorylase	1 to 1	Borderline-SSD	WP_014569844.1	1 to 2	RBB	WP_005842456.1;WP_005839535.1	1 to 1	RBB	WP_012738318.1	1 to 1	RBB	WP_041253935.1
397673172	RVBD_1329c	WP_003898827.1	ATP-dependent DNA helicase DinG	0	N/A		0	N/A		0	N/A		0	N/A	
397673173	RVBD_1330c	WP_003911483.1	nicotinate phosphoribosyltransferase pncB1	0	N/A		0	N/A		0	N/A		0	N/A	
397673174	RVBD_1331	WP_003406906.1	ATP-dependent Clp protease adapter protein ClpS	0	N/A		0	N/A		0	N/A		0	N/A	
397673175	RVBD_1332	WP_003406907.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
397673176	RVBD_1333	WP_003406908.1	hydrolase	0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012741714.1
397673177	RVBD_1334	WP_003406909.1	CysO-cysteine peptidase	0	N/A		0	N/A		1 to 1	RBB	WP_041687993.1	1 to 1	RBB	WP_012741772.1
397673178	RVBD_1335	WP_003406910.1	sulfur carrier protein CysO	0	N/A		0	N/A		0	N/A		0	N/A	
397673179	RVBD_1336	WP_003406912.1	O-phosphoserine sulfhydrylase	0	N/A		0	N/A		0	N/A		0	N/A	
397673180	RVBD_1337	WP_003917462.1	membrane protein	0	N/A		1 to 1	RBB	WP_011965733.1	0	N/A		0	N/A	
397673181	RVBD_1338	WP_003406919.1	glutamate racemase	1 to 1	RBB	WP_005685534.1	1 to 1	RBB	WP_005844493.1	1 to 1	RBB	WP_012739512.1	1 to 1	RBB	WP_012741587.1
397673182	RVBD_1339	WP_009936344.1	hypothetical protein	1 to 1	RBB	WP_014569749.1	0	N/A		0	N/A		0	N/A	
397673183	RVBD_1340	WP_003406926.1	ribonuclease PH	0	N/A		0	N/A		0	N/A		0	N/A	
397673184	RVBD_1341	WP_003911498.1	nucleoside-triphosphatase	0	N/A		1 to 1	RBB	WP_005844057.1	1 to 1	RBB	WP_012738660.1	1 to 1	SSD	WP_012741784.1
397673185	RVBD_1342c	WP_003406937.1	integral membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673186	RVBD_1343c	WP_003898833.1	lipoprotein LprD	0	N/A		0	N/A		0	N/A		0	N/A	
397673187	RVBD_1344	WP_003911484.1	acyl carrier protein MbtL	0	N/A		0	N/A		0	N/A		0	N/A	
397673188	RVBD_1345	WP_003406950.1	long-chain-fatty-acid-[acyl-carrier-protein] ligase MbtM	0	N/A		0	N/A		0	N/A		0	N/A	
397673189	RVBD_1346	WP_003406953.1	acyl-[acyl-carrier-protein] dehydrogenase MbtN	0	N/A		0	N/A		0	N/A		0	N/A	
397673190	RVBD_1347c	WP_003406956.1	lysine N-acyltransferase mbtK	0	N/A		0	N/A		0	N/A		0	N/A	
397673191	RVBD_1348	WP_003406958.1	iron import ATP-binding/permease IrtA	0	N/A		0	N/A		0	N/A		0	N/A	
397673192	RVBD_1349	WP_003900322.1	iron import ATP-binding/permease IrtB	0	N/A		0	N/A		0	N/A		0	N/A	
397673193	RVBD_1350	WP_003406963.1	3-oxoacyl-ACP reductase	1 to 1	RBB	WP_005684760.1	1 to 1	RBB	WP_005840106.1	0	N/A		1 to 1	SSD	WP_012743899.1
397673194	RVBD_1351	WP_003898835.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673195	RVBD_1352	WP_003406967.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673196	RVBD_1353c	WP_003898836.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
397673197	RVBD_1354c	WP_003898837.1	diguanylate cyclase	0	N/A		0	N/A		1 to 2	RBB	WP_041688460.1;WP_012739224.1	1 to 1	RBB	WP_012743202.1
397673198	RVBD_1355c	WP_031646983.1	molybdopterin biosynthesis protein MoeY	0	N/A		0	N/A		0	N/A		0	N/A	
397673199	RVBD_1356c	WP_003911502.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673201	RVBD_1357Ac	YP_006514736	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673200	RVBD_1357c	WP_003406987.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673202	RVBD_1358	WP_003901139.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
397673203	RVBD_1359	WP_003407052.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
397673204	RVBD_1359Ac	YP_006514739	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673205	RVBD_1360	WP_003898842.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673206	RVBD_1361c	WP_003901140.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673207	RVBD_1362c	WP_003407152.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673208	RVBD_1363c	WP_003407157.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673209	RVBD_1364c	WP_003916806.1	anti-anti-sigma factor	0	N/A		0	N/A		0	N/A		0	N/A	
397673210	RVBD_1365c	WP_003898845.1	anti-anti-sigma factor	0	N/A		0	N/A		0	N/A		0	N/A	
397673211	RVBD_1366	WP_003407164.1	hypothetical protein	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012741925.1
561108341	RVBD_1367c	WP_003898846.1	hypothetical protein	0	N/A		3 to 1	RBB	WP_005843072.1	4 to 1	RBB	WP_012738633.1	3 to 1	RBB	WP_012741575.1
397673213	RVBD_1368	WP_003407180.1	lipoprotein LprF	0	N/A		0	N/A		0	N/A		0	N/A	
397673214	RVBD_1369c	WP_003899492.1	transposase	16 to 1	RBB	WP_014569096.1	0	N/A		0	N/A		16 to 1	RBB	WP_041254642.1
397673215	RVBD_1370c	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A	
397673216	RVBD_1371	WP_003911522.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673217	RVBD_1372	WP_003407185.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673218	RVBD_1373	WP_031647462.1	glycolipid sulfotransferase	0	N/A		0	N/A		0	N/A		0	N/A	
397673219	RVBD_1374c	WP_003916821.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673220	RVBD_1375	WP_003898850.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673221	RVBD_1376	WP_003900327.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673222	RVBD_1377c	WP_003898852.1	transferase	3 to 1	RBB	WP_014569344.1	0	N/A		0	N/A		1 to 1	RBB	WP_041254231.1
397673223	RVBD_1378c	WP_003911527.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673224	RVBD_1379	WP_003407196.1	pyrR protein	1 to 1	RBB	WP_005689384.1	0	N/A		0	N/A		0	N/A	
397673225	RVBD_1380	WP_003407200.1	aspartate carbamoyltransferase	1 to 1	SSD	WP_005685857.1	1 to 1	RBB	WP_005842002.1	1 to 1	RBB	WP_041688651.1	1 to 1	SSD	WP_015517428.1
397673226	RVBD_1381	WP_003407204.1	dihydroorotase	1 to 1	SSD	WP_014569648.1	1 to 1	RBB	WP_011965541.1	1 to 1	RBB	WP_041688462.1	1 to 1	SSD	WP_012743666.1
397673227	RVBD_1382	WP_003898853.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673228	RVBD_1383	WP_003407208.1	carbamoyl-phosphate synthase small subunit	1 to 1	SSD	WP_005689380.1	1 to 1	RBB	WP_005839651.1	0	N/A		1 to 1	SSD	WP_012741633.1
397673229	RVBD_1384	WP_003898855.1	carbamoyl-phosphate synthase large subunit	1 to 1	SSD	WP_005685853.1	1 to 2	RBB	WP_005840171.1;WP_005851444.1	0	N/A		1 to 1	SSD	WP_012741634.1
397673230	RVBD_1385	WP_003407220.1	orotidine 5'-phosphate decarboxylase	0	N/A		1 to 1	RBB	WP_005843024.1	1 to 1	RBB	WP_012738781.1	1 to 1	RBB	WP_012743305.1
397673231	RVBD_1386	WP_003407225.1	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673232	RVBD_1387	WP_003407230.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673233	RVBD_1388	WP_003407240.1	integration host factor mihF	0	N/A		0	N/A		0	N/A		0	N/A	
397673234	RVBD_1389	WP_003900331.1	guanylate kinase	1 to 1	RBB	WP_005684381.1	1 to 1	RBB	WP_005839220.1	1 to 1	RBB	WP_012739363.1	1 to 1	RBB	WP_012742515.1
397673235	RVBD_1390	WP_003407248.1	DNA-directed RNA polymerase subunit omega	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012742516.1
397673236	RVBD_1391	WP_003901150.1	coenzyme A biosynthesis CoaBC	1 to 1	SSD	WP_005684378.1	1 to 1	RBB	WP_005847882.1	1 to 1	RBB	WP_012739391.1	1 to 1	SSD	WP_012741715.1
397673237	RVBD_1392	WP_003900333.1	S-adenosylmethionine synthase	1 to 1	RBB	WP_005713641.1	1 to 1	RBB	WP_008666460.1	1 to 1	RBB	WP_041687868.1	1 to 1	RBB	WP_012741371.1
397673238	RVBD_1393c	WP_003407257.1	cyclohexanone monooxygenase	0	N/A		0	N/A		0	N/A		0	N/A	
397673239	RVBD_1394c	WP_003911514.1	cytochrome P450 132 cyp132	0	N/A		0	N/A		0	N/A		0	N/A	
397673240	RVBD_1395	WP_003407264.1	transcriptional regulator	0	N/A		1 to 1	RBB	WP_005853293.1	0	N/A		0	N/A	
397673241	RVBD_1396c	WP_010886114.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673242	RVBD_1397c	WP_003898861.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673243	RVBD_1398c	WP_003407272.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673244	RVBD_1399c	WP_003407276.1	lipase lipH	0	N/A		0	N/A		0	N/A		0	N/A	
397673245	RVBD_1400c	WP_003407279.1	lipase lipH	1 to 1	RBB	WP_005685734.1	0	N/A		0	N/A		0	N/A	
397673246	RVBD_1401	WP_031647000.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673247	RVBD_1402	WP_003407285.1	primosomal protein N'	1 to 1	RBB	WP_005684377.1	0	N/A		1 to 1	RBB	WP_012738958.1	1 to 1	RBB	WP_012743175.1
397673248	RVBD_1403c	WP_003407292.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
397673249	RVBD_1404	WP_023637390.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673250	RVBD_1405c	WP_003407297.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
397673251	RVBD_1406	WP_003900336.1	methionyl-tRNA formyltransferase	1 to 1	RBB	WP_014569713.1	1 to 1	RBB	WP_005851165.1	1 to 1	RBB	WP_012738960.1	1 to 1	RBB	WP_012743173.1
397673252	RVBD_1407	WP_003898865.1	ribosomal RNA small subunit methyltransferase B	1 to 1	RBB	WP_014569712.1	1 to 1	RBB	WP_011965389.1	1 to 1	RBB	WP_012738962.1	1 to 1	RBB	WP_012743171.1
397673253	RVBD_1408	WP_003898866.1	ribulose-phosphate 3-epimerase	1 to 1	RBB	WP_005684370.1	1 to 1	RBB	WP_005842952.1	1 to 1	RBB	WP_041688508.1	1 to 1	RBB	WP_012743165.1
397673254	RVBD_1409	WP_003898867.1	riboflavin biosynthesis protein RibD	0	N/A		1 to 1	RBB	WP_008666700.1	0	N/A		1 to 1	SSD	WP_041254265.1
397673255	RVBD_1410c	WP_023637391.1	MFS-type drug efflux transporter P55	0	N/A		0	N/A		0	N/A		0	N/A	
