Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129446	b1487	NP_416004.1	D-ala-D-a la transporter subunit	170532	Mycobacterium tuberculosis H37Rv	397675617	RVBD_3666c	WP_003899629.1	peptide/nickel transporter substrate-binding protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129447	b1488	NP_416005.1	D-ala-D-ala dipeptidase, Zn-dependent	170532	Mycobacterium tuberculosis H37Rv	397672654	RVBD_0838	WP_003898609.1	D-alanyl-D-alanine dipeptidase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	162135902	b1489	NP_416006.4	oxygen sensor, c-di-GMP phosphodiesterase, heme-regulated; cold- and stationary phase-induced bioflim regulator	170532	Mycobacterium tuberculosis H37Rv	397673197	RVBD_1354c	WP_003898837.1	diguanylate cyclase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129452	b1493	NP_416010.1	glutamate decarboxylase B, PLP-dependent	170532	Mycobacterium tuberculosis H37Rv	397675386	RVBD_3432c	WP_003418277.1	glutamate decarboxylase	1	b3517[glutamate decarboxylase A, PLP-dependent]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129453	b1494	NP_416011.1	predicted peptidase	170532	Mycobacterium tuberculosis H37Rv	397674693	RVBD_2782c	WP_003414119.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129455	b1496	NP_416013.1	fused predicted multidrug transporter subunits of ABC superfamily: membrane component/ATP-binding component	170532	Mycobacterium tuberculosis H37Rv	397673684	RVBD_1819c	WP_003900416.1	ATP-binding protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111286	b1498	NP_416015.2	conserved protein	170532	Mycobacterium tuberculosis H37Rv	397672520	RVBD_0711	WP_003898561.1	arylsulfatase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111286	b1498	NP_416015.2	conserved protein	170532	Mycobacterium tuberculosis H37Rv	397672469	RVBD_0663	WP_003898547.1	arylsulfatase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111286	b1498	NP_416015.2	conserved protein	170532	Mycobacterium tuberculosis H37Rv	397675241	RVBD_3299c	WP_003916522.1	arylsulfatase	2		RVBD_0711[arylsulfatase];RVBD_0663[arylsulfatase]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129460	b1501	NP_416018.1	predicted oxidoreductase	170532	Mycobacterium tuberculosis H37Rv	397674818	RVBD_2900c	WP_003899532.1	oxidoreductase alpha (molybdopterin) subunit				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129467	b1508	NP_416025.1	antitoxin of HipAB toxin-antitoxin system	170532	Mycobacterium tuberculosis H37Rv	397673824	RVBD_1956	WP_003409886.1	antitoxin, transcriptional regulator				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129478	b1519	NP_416036.1	trans-aconitate methyltransferase	170532	Mycobacterium tuberculosis H37Rv	397672085	RVBD_0294	WP_003401538.1	trans-aconitate 2-methyltransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111288	b1525	NP_416042.2	succinate semialdehyde dehydrogenase, NAD(P)+-dependent	170532	Mycobacterium tuberculosis H37Rv	397672022	RVBD_0234c	WP_003912534.1	succinate-semialdehyde dehydrogenase [NADP+] 1				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129487	b1528	NP_416045.1	predicted arabinose transporter	170532	Mycobacterium tuberculosis H37Rv	397671977	RVBD_0191	WP_003401149.1	hypothetical protein	1	b1657[predicted transporter]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111289	b1530	NP_416047.4	DNA-binding transcriptional repressor of multiple antibiotic resistance	170532	Mycobacterium tuberculosis H37Rv	397673249	RVBD_1404	WP_023637390.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111290	b1531	NP_416048.2	DNA-binding transcriptional dual activator of multiple antibiotic resistance	170532	Mycobacterium tuberculosis H37Rv	397673799	RVBD_1931c	WP_003899087.1	transcriptional regulator	1	b4396[right oriC-binding transcriptional activator, AraC family]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129498	b1539	NP_416057.1	Malonic semialdehyde reductase, NADPH-dependent; L-allo-threonine dehydrogenase, NAD(P)-dependent; also oxidizes L-serine, D-serine, D-threonine and 3-hydroxyisobutyrate	170532	Mycobacterium tuberculosis H37Rv	397672279	RVBD_0484c	WP_003900154.1	oxidoreductase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129511	b1552	NP_416070.1	Qin prophage; cold shock protein	170532	Mycobacterium tuberculosis H37Rv	397675600	RVBD_3648c	WP_003419650.1	CspA family cold shock protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129516	b1557	NP_416075.1	Qin prophage; cold shock protein	170532	Mycobacterium tuberculosis H37Rv	397675600	RVBD_3648c	WP_003419650.1	CspA family cold shock protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129540	b1582	NP_416099.1	inner membrane protein, UPF0060 family	170532	Mycobacterium tuberculosis H37Rv	397674548	RVBD_2639c	WP_003413663.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129552	b1594	NP_416111.1	Global DNA-binding transcriptional repressor; autorepressor; required for anaerobic growth on glucosamine	170532	Mycobacterium tuberculosis H37Rv	397672280	RVBD_0485	WP_003402361.1	transcriptional regulator				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129560	b1602	NP_416119.1	pyridine nucleotide transhydrogenase, beta subunit	170532	Mycobacterium tuberculosis H37Rv	397671942	RVBD_0157	WP_023637328.1	NAD(P) transhydrogenase subunit beta				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129561	b1603	NP_416120.1	pyridine nucleotide transhydrogenase, alpha subunit	170532	Mycobacterium tuberculosis H37Rv	397671940	RVBD_0155	WP_003401026.1	NAD(P)(+) transhydrogenase (AB-specific), alpha subunit				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129567	b1609	NP_416126.1	sensory histidine kinase in two-component regulatory system with RstA	170532	Mycobacterium tuberculosis H37Rv	397675186	RVBD_3245c	WP_003917137.1	sensor histidine kinase mtrB				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129569	b1611	NP_416128.1	fumarate hydratase (fumarase C),aerobic Class II	170532	Mycobacterium tuberculosis H37Rv	397672932	RVBD_1098c	WP_003405805.1	fumarate hydratase class II				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	49176125	b1613	NP_416130.3	mannose-6-phosphate isomerase	170532	Mycobacterium tuberculosis H37Rv	397675196	RVBD_3255c	WP_003417054.1	mannose-6-phosphate isomerase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129576	b1618	NP_416135.1	DNA-binding transcriptional repressor	170532	Mycobacterium tuberculosis H37Rv	397671929	RVBD_0144	WP_003911117.1	TetR family transcriptional regulator				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129577	b1619	NP_416136.1	7-alpha-hydroxysteroid dehydrogenase, NAD-dependent	170532	Mycobacterium tuberculosis H37Rv	397672581	RVBD_0769	WP_003898579.1	3-oxoacyl-ACP reductase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129580	b1622	NP_416139.1	bifunctional beta-cystathionase, PLP-dependent/ regulator of maltose regulon	170532	Mycobacterium tuberculosis H37Rv	397674184	RVBD_2294	WP_003899255.1	cystathionine beta-lyase	1		RVBD_0075[cystathionine beta-lyase]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129580	b1622	NP_416139.1	bifunctional beta-cystathionase, PLP-dependent/ regulator of maltose regulon	170532	Mycobacterium tuberculosis H37Rv	397671856	RVBD_0075	WP_003400622.1	cystathionine beta-lyase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129581	b1623	NP_416140.1	adenosine deaminase	170532	Mycobacterium tuberculosis H37Rv	397675257	RVBD_3313c	WP_003417259.1	adenosine deaminase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129591	b1633	NP_416150.1	DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III)	170532	Mycobacterium tuberculosis H37Rv	397675627	RVBD_3674c	WP_009938119.1	endonuclease III				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129595	b1637	NP_416154.1	tyrosyl-tRNA synthetase	170532	Mycobacterium tuberculosis H37Rv	397673546	RVBD_1689	WP_015456289.1	tyrosyl-tRNA synthetase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129596	b1638	NP_416155.1	pyridoxine 5'-phosphate oxidase	170532	Mycobacterium tuberculosis H37Rv	397674514	RVBD_2607	WP_023637463.1	pyridoxine/pyridoxamine 5'-phosphate oxidase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111310	b1642	NP_416159.2	DNA-binding transcriptional activator	170532	Mycobacterium tuberculosis H37Rv	397674805	RVBD_2887	WP_003899525.1	transcriptional regulator				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129604	b1646	NP_416163.1	superoxide dismutase, Cu, Zn	170532	Mycobacterium tuberculosis H37Rv	397672223	RVBD_0432	WP_003402198.1	superoxide dismutase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129608	b1650	NP_416167.1	N-ethylmaleimide reductase, FMN-linked	170532	Mycobacterium tuberculosis H37Rv	397675306	RVBD_3359	WP_003900033.1	oxidoreductase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129611	b1653	NP_416170.1	predicted ATP-dependent helicase	170532	Mycobacterium tuberculosis H37Rv	397675238	RVBD_3296	WP_003912132.1	ATP-dependent helicase Lhr				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129613	b1655	NP_416172.1	predicted peptidase, C40 clan	170532	Mycobacterium tuberculosis H37Rv	397673326	RVBD_1477	WP_003407523.1	invasion-associated protein	2	b0227[predicted lipoprotein and C40 family peptidase]	RVBD_1478[invasion-associated protein]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129613	b1655	NP_416172.1	predicted peptidase, C40 clan	170532	Mycobacterium tuberculosis H37Rv	397673327	RVBD_1478	WP_003407525.1	invasion-associated protein	1	b0227[predicted lipoprotein and C40 family peptidase]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129614	b1656	NP_416173.1	superoxide dismutase, Fe	170532	Mycobacterium tuberculosis H37Rv	397675809	RVBD_3846	WP_003399735.1	superoxide dismutase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129615	b1657	NP_416174.1	predicted transporter	170532	Mycobacterium tuberculosis H37Rv	397671977	RVBD_0191	WP_003401149.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129616	b1658	NP_416175.1	DNA-binding transcriptional repressor, hypoxanthine-binding	170532	Mycobacterium tuberculosis H37Rv	397675530	RVBD_3575c	WP_003419400.1	hypothetical protein	8	b0345[DNA-binding transcriptional repressor];b1320[predicted DNA-binding transcriptional regulator];b2151[DNA-binding transcriptional repressor];b2714[DNA-binding transcriptional repressor];b2837[DNA-binding transcriptional repressor];b3438[DNA-binding transcriptional repressor];b3753[DNA-binding transcriptional repressor of ribose metabolism];b3934[DNA-binding transcriptional dual regulator]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129619	b1661	NP_416178.1	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	170532	Mycobacterium tuberculosis H37Rv	397672451	RVBD_0645c	WP_003403310.1	mycolic acid methyltransferase MmaA1				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129619	b1661	NP_416178.1	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	170532	Mycobacterium tuberculosis H37Rv	397672448	RVBD_0642c	WP_003911247.1	hydroxymycolate synthase MmaA4				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129619	b1661	NP_416178.1	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	170532	Mycobacterium tuberculosis H37Rv	397672263	RVBD_0469	WP_003900153.1	cyclopropane-fatty-acyl-phospholipid synthase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129619	b1661	NP_416178.1	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	170532	Mycobacterium tuberculosis H37Rv	397672264	RVBD_0470c	WP_003402323.1	cyclopropane mycolic acid synthase 3				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129619	b1661	NP_416178.1	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	170532	Mycobacterium tuberculosis H37Rv	397672301	RVBD_0503c	WP_003402621.1	cyclopropane mycolic acid synthase 2				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129619	b1661	NP_416178.1	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	170532	Mycobacterium tuberculosis H37Rv	397672450	RVBD_0644c	WP_003900985.1	cyclopropane mycolic acid synthase MmaA2	7		RVBD_0645c[mycolic acid methyltransferase MmaA1];RVBD_0642c[hydroxymycolate synthase MmaA4];RVBD_0469[cyclopropane-fatty-acyl-phospholipid synthase];RVBD_0470c[cyclopropane mycolic acid synthase 3];RVBD_0503c[cyclopropane mycolic acid synthase 2];RVBD_0643c[methoxy mycolic acid synthase MmaA3];RVBD_3392c[cyclopropane mycolic acid synthase 1]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129619	b1661	NP_416178.1	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	170532	Mycobacterium tuberculosis H37Rv	397672449	RVBD_0643c	WP_003403302.1	methoxy mycolic acid synthase MmaA3				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129619	b1661	NP_416178.1	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	170532	Mycobacterium tuberculosis H37Rv	397675341	RVBD_3392c	WP_003900041.1	cyclopropane mycolic acid synthase 1				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129620	b1662	NP_416179.1	riboflavin synthase, alpha subunit	170532	Mycobacterium tuberculosis H37Rv	397673257	RVBD_1412	WP_003407318.1	riboflavin synthase subunit alpha				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129632	b1676	NP_416191.1	pyruvate kinase I	170532	Mycobacterium tuberculosis H37Rv	397673471	RVBD_1617	WP_003898945.1	pyruvate kinase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129636	b1680	NP_416195.1	cysteine desulfurase, stimulated by SufE; selenocysteine lyase, PLP-dependent	170532	Mycobacterium tuberculosis H37Rv	397673312	RVBD_1464	WP_003407490.1	SufS subfamily cysteine desulfurase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129637	b1681	NP_416196.1	FeS cluster assembly protein of SufBCD complex	170532	Mycobacterium tuberculosis H37Rv	397673310	RVBD_1462	WP_003916827.1	Fe-S cluster assembly protein SufD				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129638	b1682	NP_416197.1	component of SufBCD complex, ATP-binding component of ABC superfamily	170532	Mycobacterium tuberculosis H37Rv	397673311	RVBD_1463	WP_003407489.1	FeS assembly ATPase SufC				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111315	b1683	NP_416198.2	component of SufBCD complex	170532	Mycobacterium tuberculosis H37Rv	397673309	RVBD_1461	WP_003407484.1	Fe-S cluster assembly protein SufB				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129642	b1686	NP_416201.1	acyl-CoA esterase in vitro	170532	Mycobacterium tuberculosis H37Rv	397673712	RVBD_1847	WP_003899048.1	hypothetical protein	1	b0597[thioesterase required for efficient enterobactin production]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129648	b1692	NP_416207.1	quinate/shikimate 5-dehydrogenase, NAD(P)-binding	170532	Mycobacterium tuberculosis H37Rv	397674459	RVBD_2552c	WP_003413193.1	shikimate-5-dehydrogenase	1	b3281[dehydroshikimate reductase, NAD(P)-binding]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111318	b1695	NP_416210.4	predicted acyl-CoA dehydrogenase	170532	Mycobacterium tuberculosis H37Rv	397674404	RVBD_2500c	WP_003412771.1	acyl-CoA dehydrogenase fadE19				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111318	b1695	NP_416210.4	predicted acyl-CoA dehydrogenase	170532	Mycobacterium tuberculosis H37Rv	397672563	RVBD_0752c	WP_003403845.1	acyl-CoA dehydrogenase fadE9				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111318	b1695	NP_416210.4	predicted acyl-CoA dehydrogenase	170532	Mycobacterium tuberculosis H37Rv	397672002	RVBD_0215c	YP_006513537	acyl-CoA dehydrogenase fadE3	3		RVBD_2500c[acyl-CoA dehydrogenase fadE19];RVBD_0752c[acyl-CoA dehydrogenase fadE9];RVBD_2724c[acyl-CoA dehydrogenase fadE20]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111318	b1695	NP_416210.4	predicted acyl-CoA dehydrogenase	170532	Mycobacterium tuberculosis H37Rv	397674633	RVBD_2724c	WP_003413981.1	acyl-CoA dehydrogenase fadE20				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129653	b1697	NP_416212.1	conserved protein	170532	Mycobacterium tuberculosis H37Rv	397674953	RVBD_3029c	WP_003415921.1	electron transfer flavoprotein subunit beta				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129654	b1698	NP_416213.1	predicted electron transfer flavoprotein, FAD-binding subunit	170532	Mycobacterium tuberculosis H37Rv	397674952	RVBD_3028c	WP_003899889.1	electron transfer flavoprotein subunit alpha				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	145698273	b1701	NP_416216.4	short chain acyl-CoA synthetase, anaerobic	170532	Mycobacterium tuberculosis H37Rv	397674409	RVBD_2505c	WP_003899357.1	fatty-acyl-CoA synthase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129664	b1708	NP_416223.1	predicted peptidase, C40 clan, lipoprotein	170532	Mycobacterium tuberculosis H37Rv	397674074	RVBD_2190c	WP_003411373.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129669	b1713	NP_416228.1	phenylalanine tRNA synthetase, beta subunit	170532	Mycobacterium tuberculosis H37Rv	397673506	RVBD_1650	WP_003901220.1	phenylalanyl-tRNA synthetase subunit beta				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129670	b1714	NP_416229.1	phenylalanine tRNA synthetase, alpha subunit	170532	Mycobacterium tuberculosis H37Rv	397673505	RVBD_1649	WP_003898958.1	phenylalanyl-tRNA synthetase subunit alpha				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129672	b1716	NP_416231.1	50S ribosomal subunit protein L20	170532	Mycobacterium tuberculosis H37Rv	397673499	RVBD_1643	WP_003408108.1	50S ribosomal protein L20				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129674	b1718	NP_416233.1	protein chain initiation factor IF-3	170532	Mycobacterium tuberculosis H37Rv	561108343	RVBD_1641	WP_003408104.1	translation initiation factor IF-3				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129675	b1719	NP_416234.1	threonyl-tRNA synthetase	170532	Mycobacterium tuberculosis H37Rv	397674521	RVBD_2614c	WP_003413486.1	threonyl-tRNA synthetase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	49176138	b1723	NP_416237.3	6-phosphofructokinase II	170532	Mycobacterium tuberculosis H37Rv	397673906	RVBD_2029c	WP_003899139.1	1-phosphofructokinase family hexose kinase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129702	b1748	NP_416262.1	succinylornithine transaminase, PLP-dependent	170532	Mycobacterium tuberculosis H37Rv	397673511	RVBD_1655	WP_003408163.1	acetylornithine aminotransferase	1	b3359[bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16129703	b1749	NP_416263.1	exonuclease III	170532	Mycobacterium tuberculosis H37Rv	397672218	RVBD_0427c	WP_031351974.1	exodeoxyribonuclease III (xth)				
