Escherichia coli str. K-12 substr. MG1655 - GI (Reference)	Escherichia coli str. K-12 substr. MG1655 - Locus Tag (Reference)	Escherichia coli str. K-12 substr. MG1655 - NCBI RefSeq Accession (Reference)	Escherichia coli str. K-12 substr. MG1655 - Description (Reference)	Mycobacterium tuberculosis H37Rv - ortholog count (reference : comparison)	Mycobacterium tuberculosis H37Rv - ortholuge status	Mycobacterium tuberculosis H37Rv - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Mycobacterium intracellulare ATCC 13950 - ortholog count (reference : comparison)	Mycobacterium intracellulare ATCC 13950 - ortholuge status	Mycobacterium intracellulare ATCC 13950 - ortholog NCBI RefSeq accession	Mycobacterium abscessus ATCC 19977 - ortholog count (reference : comparison)	Mycobacterium abscessus ATCC 19977 - ortholuge status	Mycobacterium abscessus ATCC 19977 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus N315 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus N315 - ortholuge status	Staphylococcus aureus subsp. aureus N315 - ortholog NCBI RefSeq accession	Mycobacterium marinum M - ortholog count (reference : comparison)	Mycobacterium marinum M - ortholuge status	Mycobacterium marinum M - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Mycobacterium avium 104 - ortholog count (reference : comparison)	Mycobacterium avium 104 - ortholuge status	Mycobacterium avium 104 - ortholog NCBI RefSeq accession	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog count (reference : comparison)	Mycobacterium avium subsp. paratuberculosis K-10 - ortholuge status	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog NCBI RefSeq accession	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog count (reference : comparison)	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholuge status	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog NCBI RefSeq accession	Enterococcus faecium Aus0004 - ortholog count (reference : comparison)	Enterococcus faecium Aus0004 - ortholuge status	Enterococcus faecium Aus0004 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholuge status	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog NCBI RefSeq accession	Acinetobacter baumannii AYE - ortholog count (reference : comparison)	Acinetobacter baumannii AYE - ortholuge status	Acinetobacter baumannii AYE - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholuge status	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog NCBI RefSeq accession	Enterobacter cloacae subsp. cloacae ATCC 13047 - ortholog count (reference : comparison)	Enterobacter cloacae subsp. cloacae ATCC 13047 - ortholuge status	Enterobacter cloacae subsp. cloacae ATCC 13047 - ortholog NCBI RefSeq accession
16130340	b2414	NP_416909.1	"cysteine synthase A, O-acetylserine sulfhydrolase A subunit"	1 to 1	RBB	WP_003899275.1	1 to 1	Borderline-SSD	YP_005238513	1 to 1	SSD	WP_008255646.1	0	N/A		1 to 1	Borderline-SSD	NP_461365.1	1 to 1	RBB	NP_251399.1	1 to 1	RBB	YP_001083260	1 to 1	RBB	YP_002387860	1 to 1	RBB	WP_000057594.1	1 to 1	RBB	WP_012395269.1	1 to 1	SSD	WP_003090573.1	1 to 1	SSD	WP_003872497.1	1 to 1	RBB	WP_003872497.1	0	N/A		1 to 1	RBB	WP_002296093.1	1 to 1	SSD	WP_002913498.1	1 to 1	RBB	YP_001574412	1 to 1	RBB	WP_000063934.1	1 to 1	RBB	YP_499065.1	1 to 1	SSD	YP_003614227
16130341	b2415	NP_416910.1	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)	0	N/A		1 to 1	SSD	YP_005238517	0	N/A		0	N/A		1 to 1	SSD	NP_461366.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387861	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	YP_884500.1	0	N/A		1 to 1	SimNSSD	WP_002913505.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003614228
16130342	b2416	NP_416911.1	PEP-protein phosphotransferase of PTS system (enzyme I)	0	N/A		1 to 1	SSD	YP_005238518	0	N/A		0	N/A		1 to 1	SSD	NP_461367.1	1 to 2	RBB	NP_252252.1	1 to 2	RBB	YP_001084974	1 to 1	RBB	YP_002387862	1 to 1	RBB	WP_000040051.1	0	N/A		1 to 1	RBB	WP_003138070.1	0	N/A		0	N/A		2 to 1	RBB	YP_886479.1	1 to 1	RBB	WP_002287603.1	1 to 1	SSD	WP_004157506.1	1 to 1	RBB	YP_001574925	1 to 2	RBB	WP_000880358.1	1 to 1	RBB	YP_499578.1	1 to 1	SSD	YP_003614229
16130343	b2417	NP_416912.1	glucose-specific enzyme IIA component of PTS	0	N/A		1 to 1	SimNSSD	YP_005238519	0	N/A		0	N/A		1 to 1	SimNSSD	NP_461368.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387863	1 to 1	RBB	WP_000473653.1	0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	YP_886475.1	0	N/A		1 to 1	SSD	WP_000522253.1	1 to 1	RBB	YP_001575248	0	N/A		1 to 1	RBB	YP_499955.1	1 to 1	SSD	YP_003614230
16130344	b2418	NP_416913.1	pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase	0	N/A		1 to 1	Non-SSD	YP_005238521	0	N/A		0	N/A		1 to 1	Non-SSD	NP_461370.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387864	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014907139.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003614231
16130345	b2419	NP_416914.1	predicted protein	0	N/A		1 to 1	RBB	YP_005238524	0	N/A		0	N/A		1 to 1	RBB	NP_461373.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387865	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130346	b2420	NP_416915.1	conserved protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130347	b2421	NP_416916.1	cysteine synthase B (O-acetylserine sulfhydrolase B)	0	N/A		1 to 1	SSD	YP_005238526	0	N/A		1 to 1	RBB	YP_001702220	1 to 1	SSD	NP_461375.1	1 to 1	RBB	NP_249623.1	1 to 1	SSD	YP_001083630	1 to 1	RBB	YP_002387866	0	N/A		1 to 1	RBB	WP_012396171.1	1 to 1	SSD	WP_003102419.1	0	N/A		0	N/A		1 to 1	RBB	YP_889160.1	0	N/A		1 to 1	SSD	WP_014907138.1	0	N/A		1 to 1	SSD	WP_000072604.1	0	N/A		1 to 1	SSD	YP_003614232
16130348	b2422	NP_416917.1	sulfate/thiosulfate transporter subunit	1 to 1	RBB	WP_003412325.1	1 to 1	SSD	YP_005238527	1 to 1	RBB	WP_009952315.1	1 to 1	RBB	YP_001702394	1 to 1	SSD	NP_461376.1	1 to 1	RBB	NP_248971.1	1 to 2	Borderline-SSD	YP_001085555	1 to 1	RBB	YP_002387867	0	N/A		1 to 1	RBB	WP_041325374.1	1 to 1	Borderline-SSD	WP_003084237.1	1 to 1	RBB	WP_009976059.1	1 to 1	RBB	WP_010949519.1	1 to 1	RBB	YP_888802.1	0	N/A		1 to 1	SSD	WP_002913623.1	0	N/A		1 to 1	Borderline-SSD	WP_000027499.1	0	N/A		1 to 1	SSD	YP_003614233
90111430	b2423	YP_026168.2	sulfate/thiosulfate transporter subunit	1 to 1	RBB	WP_003911860.1	1 to 1	SSD	YP_005238528	1 to 1	RBB	WP_008255299.1	1 to 1	RBB	YP_001702393	1 to 1	SSD	NP_461377.1	1 to 1	RBB	NP_248972.1	1 to 1	Non-SSD	YP_001085554	1 to 1	RBB	YP_002387868	0	N/A		1 to 1	RBB	WP_012395329.1	1 to 1	Non-SSD	WP_003084239.1	1 to 1	RBB	WP_009976057.1	1 to 1	RBB	WP_003878380.1	1 to 1	RBB	YP_888803.1	0	N/A		1 to 1	SSD	WP_002913625.1	0	N/A		1 to 1	Non-SSD	WP_001048811.1	0	N/A		1 to 1	SSD	YP_003614234
16130349	b2424	NP_416919.1	sulfate/thiosulfate transporter subunit	1 to 1	RBB	WP_003412332.1	1 to 1	Borderline-SSD	YP_005238529	1 to 1	RBB	WP_009952316.1	1 to 1	RBB	YP_001702392	1 to 1	Borderline-SSD	NP_461378.1	1 to 1	RBB	NP_248973.1	1 to 1	Non-SSD	YP_001085553	1 to 1	RBB	YP_002387869	0	N/A		1 to 1	RBB	WP_012395330.1	1 to 1	Non-SSD	WP_003084241.1	1 to 1	RBB	WP_003875919.1	1 to 1	RBB	WP_003875919.1	1 to 1	RBB	YP_888804.1	0	N/A		1 to 1	SSD	WP_002913626.1	0	N/A		1 to 1	Non-SSD	WP_000083117.1	0	N/A		1 to 1	SSD	YP_003614235
16130350	b2425	NP_416920.1	thiosulfate-binding protein	1 to 2	RBB	WP_003412335.1	1 to 1	Borderline-SSD	YP_005238530	1 to 2	RBB	WP_026071545.1	1 to 2	RBB	YP_001705170	1 to 1	Borderline-SSD	NP_461379.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387870	0	N/A		1 to 2	RBB	WP_012395331.1	0	N/A		2 to 1	RBB	WP_011724332.1	2 to 1	RBB	WP_003875918.1	2 to 1	RBB	YP_888805.1	0	N/A		1 to 1	SSD	WP_002913628.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003614236
90111431	b2426	NP_416921.4	predicted short-chain oxidoreductase	1 to 1	RBB	WP_003406963.1	1 to 1	RBB	YP_005238531	2 to 1	RBB	WP_014380088.1;WP_008254916.1	1 to 1	RBB	YP_001701698	1 to 1	RBB	NP_461380.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387871	0	N/A		0	N/A		0	N/A		1 to 2	RBB	WP_015632616.1;WP_011724835.1	1 to 3	RBB	WP_003877239.1;WP_003878018.1;WP_010949591.1	1 to 1	RBB	YP_886560.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130352	b2427	NP_416922.1	"Repressor for murPQ, MurNAc 6-P inducible"	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002387872	1 to 2	RBB	WP_000181832.1	0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	YP_884608.1	1 to 2	RBB	WP_002296639.1	0	N/A		1 to 2	RBB	YP_001574117	0	N/A		1 to 2	RBB	YP_498758.1	0	N/A	
16130353	b2428	NP_416923.1	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase	0	N/A		1 to 1	Borderline-SSD	YP_005238678	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_461506.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387873	1 to 1	RBB	WP_000432017.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_884609.1	1 to 1	RBB	WP_002287094.1	1 to 1	Non-SSD	WP_002923109.1	1 to 1	RBB	YP_001574115	0	N/A		1 to 1	RBB	YP_498756.1	1 to 1	Non-SSD	YP_003614382
16130354	b2429	NP_416924.1	"N-acetylmuramic acid permease, EIIBC component, PTS system"	0	N/A		1 to 1	Non-SSD	YP_005238677	0	N/A		0	N/A		1 to 1	Non-SSD	NP_461505.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387874	1 to 1	RBB	WP_000159750.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_002287092.1	1 to 1	SSD	WP_002923111.1	1 to 1	RBB	YP_001574116	0	N/A		1 to 1	RBB	YP_498757.1	1 to 1	Non-SSD	YP_003614381
90111432	b2430	NP_416925.2	"weak penicillin binding protein PBP4B, predicted periplasmic esterase"	2 to 1	RBB	WP_003898432.1;WP_003409667.1	1 to 1	RBB	YP_005238567	0	N/A		1 to 1	RBB	YP_001705522	1 to 1	RBB	NP_461413.1	1 to 1	RBB	NP_251005.1	2 to 1	RBB	YP_001085088;YP_001083421	1 to 1	RBB	YP_002387875	2 to 1	RBB	WP_000671245.1;WP_000208563.1	1 to 1	RBB	WP_012395042.1	1 to 1	RBB	WP_003139367.1	1 to 1	RBB	WP_033722803.1	0	N/A		1 to 1	RBB	YP_891012.1	1 to 1	RBB	WP_002287263.1	0	N/A		1 to 1	RBB	YP_001576298	1 to 1	RBB	WP_000689282.1	1 to 1	RBB	YP_501197.1	0	N/A	
90111433	b2431	NP_416926.4	"deferrrochelatase, cytoplasmic"	1 to 1	RBB	WP_003914122.1	1 to 1	SSD	YP_005238532	1 to 1	RBB	WP_009951920.1	1 to 1	RBB	YP_001701451	1 to 1	SSD	NP_461381.1	1 to 1	RBB	NP_251455.1	1 to 1	RBB	YP_001083226	1 to 1	RBB	YP_002387876	0	N/A		1 to 1	RBB	WP_012396422.1	1 to 1	RBB	WP_003099129.1	1 to 1	RBB	WP_011723728.1	1 to 1	RBB	WP_003875792.1	1 to 1	RBB	YP_890057.1	0	N/A		1 to 1	SSD	WP_004145614.1	0	N/A		1 to 1	RBB	WP_000126807.1	0	N/A		1 to 1	SSD	YP_003614237
16130357	b2432	NP_416927.1	RpoE-regulated lipoprotein	0	N/A		1 to 1	SSD	YP_005238533	0	N/A		0	N/A		1 to 1	SSD	NP_461382.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387877	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014907137.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003614238
90111434	b2433	NP_416928.4	inner membrane protein	0	N/A		1 to 1	SSD	YP_005238534	0	N/A		0	N/A		1 to 1	SSD	NP_461383.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387878	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_002913635.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003614239
90111435	b2434	NP_416929.4	predicted acyltransferase with acyl-CoA N-acyltransferase domain	0	N/A		1 to 1	SSD	YP_005238535	0	N/A		0	N/A		1 to 1	SSD	NP_461384.2	1 to 1	RBB	NP_253224.1	1 to 1	RBB	YP_001086224	1 to 1	RBB	YP_002387879	0	N/A		1 to 1	RBB	WP_041325289.1	1 to 1	RBB	WP_003103865.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_002913637.1	0	N/A		1 to 1	RBB	WP_000469967.1	0	N/A		1 to 1	SSD	YP_003614240
16130360	b2435	NP_416930.1	N-acetylmuramoyl-l-alanine amidase I	1 to 2	RBB	WP_003400168.1	1 to 1	SSD	YP_005238536	1 to 2	RBB	WP_008262474.1	1 to 2	RBB	YP_001705664	1 to 1	SSD	NP_461385.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387880	1 to 3	RBB	WP_000717800.1	1 to 2	RBB	WP_012396977.1	0	N/A		0	N/A		2 to 1	RBB	WP_003874360.1	1 to 1	RBB	YP_891129.1	1 to 3	RBB	WP_002295084.1	1 to 1	SSD	WP_002913639.1	1 to 3	RBB	YP_001575516	0	N/A		1 to 3	RBB	YP_500247.1	1 to 1	SSD	YP_003614241
16130361	b2436	NP_416931.1	coproporphyrinogen III oxidase	0	N/A		1 to 1	Borderline-SSD	YP_005238537	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_461386.1	1 to 1	SSD	NP_248714.1	1 to 1	SSD	YP_001086107	1 to 1	RBB	YP_002387881	0	N/A		0	N/A		1 to 1	SSD	WP_003097311.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014907136.1	0	N/A		1 to 1	SSD	WP_001164614.1	0	N/A		1 to 1	SSD	YP_003614242
16130362	b2437	NP_416932.1	"eut operon transcriptional activator, AraC family"	0	N/A		1 to 1	Borderline-SSD	YP_005238540	1 to 1	RBB	WP_014380861.1	0	N/A		1 to 1	Borderline-SSD	NP_461389.1	1 to 1	RBB	NP_251201.1	2 to 1	RBB	YP_001084767;YP_001084775	1 to 1	RBB	YP_002387882	0	N/A		0	N/A		1 to 1	RBB	WP_003089872.1	1 to 1	RBB	WP_009978518.1	1 to 1	RBB	WP_003874791.1	1 to 1	RBB	YP_886612.1	0	N/A		1 to 1	RBB	WP_002913642.1	0	N/A		2 to 1	RBB	WP_001070630.1;WP_001985605.1	0	N/A		0	N/A	
90111436	b2438	NP_416933.4	predicted carboxysome structural protein with predicted role in ethanolamine utilization	0	N/A		1 to 1	Borderline-SSD	YP_005238541	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_461390.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387883	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004213215.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130364	b2439	NP_416934.1	predicted carboxysome structural protein with predicted role in ethanolamine utilization	0	N/A		1 to 1	SimNSSD	YP_005238542	0	N/A		0	N/A		1 to 1	SimNSSD	NP_461391.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387884	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004174905.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130365	b2440	NP_416935.1	"ethanolamine ammonia-lyase, small subunit (light chain)"	0	N/A		1 to 1	SSD	YP_005238543	0	N/A		2 to 1	RBB	YP_001704556;YP_001703522	1 to 1	SSD	NP_461392.1	1 to 1	RBB	NP_252714.1	1 to 1	RBB	YP_001085135	1 to 1	RBB	YP_002387885	0	N/A		1 to 1	RBB	WP_012392622.1	1 to 1	RBB	WP_003110520.1	0	N/A		0	N/A		1 to 1	RBB	YP_885935.1	0	N/A		1 to 1	RBB	WP_004174901.1	0	N/A		1 to 1	RBB	WP_000774022.1	0	N/A		0	N/A	
90111437	b2441	NP_416936.4	"ethanolamine ammonia-lyase, large subunit, heavy chain"	0	N/A		1 to 1	SSD	YP_005238544	0	N/A		2 to 1	RBB	YP_001704557;YP_001703523	1 to 1	SSD	NP_461393.1	1 to 1	RBB	NP_252713.1	1 to 1	RBB	YP_001085133	1 to 1	RBB	YP_002387886	0	N/A		1 to 1	RBB	WP_012392623.1	1 to 1	RBB	WP_003093232.1	0	N/A		0	N/A		1 to 1	RBB	YP_885934.1	0	N/A		1 to 1	RBB	WP_004152001.1	0	N/A		1 to 1	RBB	WP_000122142.1	0	N/A		0	N/A	
145698295	b2442	NP_416937.2	CPZ-55 prophage; predicted integrase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 2	RBB	YP_001083712	1 to 2	RBB	YP_002389727	0	N/A		0	N/A		1 to 3	RBB	WP_011666563.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_002318021.1	0	N/A		0	N/A		1 to 2	RBB	WP_001991065.1	0	N/A		0	N/A	
16130368	b2443	NP_416938.1	CPZ-55 prophage; predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130369	b2444	NP_416939.1	CPZ-55 prophage; predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
145698296	b2445	NP_416940.2	CPZ-55 prophage; predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130371	b2446	NP_416941.1	CPZ-55 prophage; predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130372	b2447	NP_416942.1	CPZ-55 prophage; predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
145698297	b2448	NP_416943.2	CPZ-55 prophage; predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130374	b2449	NP_416944.1	CPZ-55 prophage; predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
145698298	b2450	NP_416945.2	CPZ-55 prophage; predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130376	b2451	NP_416946.1	reactivating factor for ethanolamine ammonia lyase	0	N/A		1 to 1	Borderline-SSD	YP_005238545	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_461394.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387887	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_014907135.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130377	b2452	NP_416947.1	ethanolamine transporter	0	N/A		1 to 1	SSD	YP_005238546	0	N/A		0	N/A		1 to 1	SSD	NP_461395.1	1 to 1	RBB	NP_250182.1	0	N/A		1 to 1	RBB	YP_002387888	0	N/A		0	N/A		1 to 1	RBB	WP_003087169.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004149260.1	0	N/A		0	N/A		0	N/A		0	N/A	
90111438	b2453	NP_416948.4	"ethanol dehydrogenase involved in ethanolamine utilization; aldehyde reductase, converts acetaldehyde to ethanol"	0	N/A		1 to 1	Non-SSD	YP_005238547	0	N/A		0	N/A		1 to 1	Non-SSD	NP_461396.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387889	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004185054.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130379	b2454	NP_416949.1	"predicted chaperonin, ethanolamine utilization protein"	0	N/A		1 to 1	Non-SSD	YP_005238548	0	N/A		0	N/A		1 to 1	Non-SSD	NP_461397.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387890	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_014907133.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130380	b2455	NP_416950.1	"aldehyde oxidoreductase, ethanolamine utilization protein"	0	N/A		1 to 1	Borderline-SSD	YP_005238549	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_461398.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387891	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004152003.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130381	b2456	NP_416951.1	Ethanolamine catabolic microcompartment shell protein	0	N/A		1 to 1	Borderline-SSD	YP_005238550	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_461399.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387892	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_884688.1	0	N/A		1 to 1	RBB	WP_002913719.1	0	N/A		0	N/A		0	N/A		0	N/A	
90111439	b2457	NP_416952.2	"predicted carboxysome structural protein, ethanolamine utilization protein"	0	N/A		1 to 1	SimNSSD	YP_005238551	0	N/A		0	N/A		1 to 1	SimNSSD	NP_461400.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387893	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_884687.1	0	N/A		2 to 1	RBB	WP_002915806.1;WP_002915737.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130383	b2458	NP_416953.1	acetyl phosphotransacylase	0	N/A		1 to 1	SSD	YP_005238552	0	N/A		0	N/A		1 to 1	SSD	NP_461401.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387894	1 to 1	RBB	WP_000774281.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_002287068.1	1 to 1	RBB	WP_004185055.1	1 to 1	RBB	YP_001574486	0	N/A		1 to 1	RBB	YP_499142.1	0	N/A	
16130384	b2459	NP_416954.1	cobalamin adenosyltransferase involved in ethanolamine utilization	0	N/A		1 to 1	Non-SSD	YP_005238553	0	N/A		0	N/A		1 to 1	Non-SSD	NP_461402.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387895	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_002913723.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130385	b2460	NP_416955.1	conserved protein	0	N/A		1 to 1	SSD	YP_005238554	0	N/A		0	N/A		1 to 1	SSD	NP_461403.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387896	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_886351.1	0	N/A		1 to 1	RBB	WP_002913725.1	0	N/A		1 to 1	RBB	WP_000665859.1	0	N/A		0	N/A	
