Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog count (reference : comparison)	Mycobacterium avium subsp. paratuberculosis K-10 - ortholuge status	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus N315 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus N315 - ortholuge status	Staphylococcus aureus subsp. aureus N315 - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Mycobacterium abscessus ATCC 19977 - ortholog count (reference : comparison)	Mycobacterium abscessus ATCC 19977 - ortholuge status	Mycobacterium abscessus ATCC 19977 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Mycobacterium intracellulare ATCC 13950 - ortholog count (reference : comparison)	Mycobacterium intracellulare ATCC 13950 - ortholuge status	Mycobacterium intracellulare ATCC 13950 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Mycobacterium marinum M - ortholog count (reference : comparison)	Mycobacterium marinum M - ortholuge status	Mycobacterium marinum M - ortholog NCBI RefSeq accession	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog count (reference : comparison)	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholuge status	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession	Mycobacterium avium 104 - ortholog count (reference : comparison)	Mycobacterium avium 104 - ortholuge status	Mycobacterium avium 104 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholuge status	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholuge status	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog NCBI RefSeq accession	Acinetobacter baumannii AYE - ortholog count (reference : comparison)	Acinetobacter baumannii AYE - ortholuge status	Acinetobacter baumannii AYE - ortholog NCBI RefSeq accession	Enterococcus faecium Aus0004 - ortholog count (reference : comparison)	Enterococcus faecium Aus0004 - ortholuge status	Enterococcus faecium Aus0004 - ortholog NCBI RefSeq accession
397673017	RVBD_1176c	WP_003406182.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_011723359.1	0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	YP_001702068	0	N/A		0	N/A		1 to 1	RBB	WP_009956861.1	1 to 1	RBB	YP_001084935	1 to 1	RBB	WP_012395845.1	1 to 1	Non-SSD	YP_890815.1	0	N/A		1 to 1	RBB	WP_011723359.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_000056571.1	1 to 2	RBB	WP_002286354.1;WP_002287456.1
397673018	RVBD_1177	WP_003406185.1	ferredoxin	0	N/A		1 to 1	SSD	WP_003875467.1	0	N/A		0	N/A		1 to 2	RBB	NP_251405.1;NP_252311.1	1 to 1	SSD	YP_001702069	1 to 2	RBB	WP_003092272.1;WP_003090580.1	0	N/A		1 to 1	SSD	WP_007773662.1	2 to 1	RBB	YP_001084279	1 to 1	SSD	WP_012395844.1	1 to 1	SSD	YP_889369.1	0	N/A		1 to 1	SSD	WP_003875467.1	0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_000144889.1	0	N/A	
397673019	RVBD_1178	WP_003898756.1	succinyldiaminopimelate transaminase	1 to 1	RBB	YP_005238488	1 to 1	SSD	WP_003878490.1	1 to 1	RBB	WP_000625061.1	1 to 1	RBB	NP_416880.1	1 to 2	RBB	NP_252349.1;NP_253403.1	1 to 1	SSD	YP_001702070	1 to 2	RBB	WP_003138011.1;WP_004365361.1	1 to 1	RBB	NP_461343.1	1 to 1	SSD	WP_014379431.1	1 to 1	RBB	YP_001084503	1 to 1	SSD	WP_012395843.1	1 to 1	SSD	YP_889368.1	1 to 1	RBB	YP_002387835	1 to 1	SSD	WP_011724069.1	1 to 1	RBB	WP_014907145.1	1 to 1	RBB	YP_001576420	1 to 1	RBB	YP_501331.1	1 to 1	RBB	WP_001991133.1	0	N/A	
397673020	RVBD_1179c	WP_003406189.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012395842.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673021	RVBD_1181	WP_003406192.1	polyketide beta-ketoacyl synthase pks4	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		4 to 1	RBB	YP_001703879	0	N/A		0	N/A		1 to 1	RBB	WP_041787037.1	0	N/A		0	N/A		4 to 1	RBB	YP_888986.1	0	N/A		1 to 1	RBB	WP_033722427.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673022	RVBD_1182	WP_023637377.1	polyketide synthase associated protein papA3	0	N/A		1 to 1	RBB	WP_003875897.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001701684	0	N/A		0	N/A		1 to 1	RBB	WP_014379694.1	0	N/A		2 to 2	RBB	WP_020725035.1;WP_012394104.1	1 to 1	SSD	YP_884822.1	0	N/A		1 to 1	RBB	WP_009976019.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673023	RVBD_1183	WP_003898761.1	transmembrane transporter mmpL10	0	N/A		3 to 1	SSD	WP_010949526.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001701683	0	N/A		0	N/A		1 to 1	SSD	WP_044059208.1	0	N/A		0	N/A		1 to 1	RBB	YP_884823.1	0	N/A		2 to 1	SSD	WP_033711370.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673024	RVBD_1184c	WP_003406195.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_010949528.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001701682	0	N/A		0	N/A		1 to 1	RBB	WP_009953593.1	0	N/A		0	N/A		1 to 1	RBB	YP_884825.1	0	N/A		1 to 1	RBB	WP_011724324.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673025	RVBD_1185c	WP_003406196.1	fatty acid CoA ligase FadD21	0	N/A		1 to 1	RBB	WP_003878484.1	0	N/A		0	N/A		0	N/A		5 to 1	RBB	YP_001701681	0	N/A		0	N/A		1 to 1	RBB	WP_014379438.1	10 to 1	RBB	YP_001083201	0	N/A		1 to 1	RBB	YP_884824.1	0	N/A		1 to 1	RBB	WP_009975522.1	0	N/A		0	N/A		0	N/A		10 to 1	RBB	WP_000279948.1	0	N/A	
397673026	RVBD_1186c	WP_031682435.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003875481.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014379440.1	0	N/A		1 to 1	SSD	WP_020726269.1	1 to 1	SSD	YP_889367.1	0	N/A		1 to 1	SSD	WP_009975528.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673027	RVBD_1187	WP_003900286.1	1-pyrroline-5-carboxylate dehydrogenase	0	N/A		1 to 1	SSD	WP_003875482.1	0	N/A		1 to 1	RBB	NP_415534.1	1 to 1	RBB	NP_249473.1	1 to 1	SSD	YP_001702072	1 to 1	RBB	WP_003140924.1	0	N/A		1 to 1	SSD	WP_026071441.1	0	N/A		1 to 1	SSD	WP_012395822.1	1 to 1	SSD	YP_889366.1	1 to 1	RBB	YP_002386516	1 to 1	SSD	WP_009975529.1	1 to 1	RBB	WP_004183621.1	0	N/A		0	N/A		0	N/A		0	N/A	
397673028	RVBD_1188	WP_003900287.1	proline dehydrogenase	0	N/A		1 to 1	Borderline-SSD	WP_003875483.1	1 to 1	RBB	WP_001196362.1	0	N/A		0	N/A		1 to 1	RBB	YP_001702073	0	N/A		0	N/A		1 to 1	Borderline-SSD	WP_026071442.1	0	N/A		1 to 1	SSD	WP_012395821.1	1 to 1	SSD	YP_889365.1	0	N/A		1 to 1	Borderline-SSD	WP_009975530.1	0	N/A		1 to 1	RBB	YP_001575641	1 to 1	RBB	YP_500387.1	0	N/A		0	N/A	
397673029	RVBD_1189	WP_003406207.1	sigma-70 family RNA polymerase sigma factor	0	N/A		1 to 1	Non-SSD	WP_003876596.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001703731	0	N/A		0	N/A		1 to 1	Non-SSD	WP_009955998.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_011723376.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673030	RVBD_1190	WP_003406212.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673031	RVBD_1191	WP_003406215.1	hypothetical protein	0	N/A		1 to 1	Borderline-SSD	WP_003875494.1	0	N/A		0	N/A		1 to 1	RBB	NP_253767.1	0	N/A		1 to 1	RBB	WP_003095918.1	0	N/A		1 to 1	Borderline-SSD	WP_014379451.1	0	N/A		1 to 1	SSD	WP_020726261.1	1 to 1	SSD	YP_887812.1	0	N/A		1 to 1	Borderline-SSD	WP_009975543.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673032	RVBD_1192	WP_003898763.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_020726260.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673033	RVBD_1193	WP_003406218.1	fatty acid CoA ligase FadD36	0	N/A		1 to 1	SSD	WP_003878479.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001702074	0	N/A		0	N/A		1 to 1	SSD	WP_014379452.1	0	N/A		1 to 1	SSD	WP_012395812.1	1 to 1	SSD	YP_889362.1	0	N/A		1 to 1	SSD	WP_009975544.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673034	RVBD_1194c	WP_003406219.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		3 to 1	RBB	YP_001703391	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012395811.1	0	N/A		0	N/A		0	N/A		1 to 2	RBB	WP_041168983.1	0	N/A		0	N/A		0	N/A		0	N/A	
397673035	RVBD_1195	WP_003406222.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673036	RVBD_1196	WP_003898765.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		3 to 1	RBB	WP_012395809.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673037	RVBD_1197	WP_003421604.1	ESAT-6-like protein esxK	0	N/A		4 to 1	RBB	WP_003874404.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		4 to 2	RBB	WP_003874404.1	0	N/A		3 to 4	RBB	WP_011739602.1;WP_036450228.1;WP_011742160.1	0	N/A		0	N/A		4 to 2	RBB	WP_003874404.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673038	RVBD_1198	WP_003898766.1	ESAT-6-like protein esxL	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673039	RVBD_1199c	WP_003904572.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		5 to 14	RBB	WP_031349784.1;WP_033722689.1	0	N/A		0	N/A		0	N/A		0	N/A		7 to 3	RBB	WP_002296840.1
397673040	RVBD_1200	WP_003406233.1	"MFS transporter, metabolite:H+ symporter (MHS) family protein"	1 to 1	RBB	YP_005239828	1 to 1	SSD	WP_029245188.1	0	N/A		1 to 1	RBB	NP_417980.1	1 to 1	RBB	NP_252438.1	1 to 1	RBB	YP_001704146	1 to 1	RBB	WP_011666580.1	1 to 1	RBB	NP_462510.1	1 to 1	SSD	WP_009957210.1	1 to 1	RBB	YP_001083197	1 to 1	SSD	WP_012395807.1	1 to 10	RBB	YP_885123.1;YP_885299.1;YP_886405.1;YP_887692.1;YP_887704.1;YP_888344.1;YP_888404.1;YP_889141.1;YP_889300.1;YP_890513.1	1 to 1	RBB	YP_002388986	1 to 1	SSD	WP_024636862.1	1 to 1	RBB	WP_004150118.1	0	N/A		0	N/A		1 to 1	RBB	WP_000446411.1	0	N/A	
397673041	RVBD_1201c	WP_003406234.1	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"	0	N/A		1 to 1	SSD	WP_010949656.1	0	N/A		0	N/A		1 to 1	RBB	NP_252356.1	1 to 1	SSD	YP_001702077	1 to 1	RBB	WP_003092431.1	0	N/A		1 to 1	SSD	WP_009957209.1	0	N/A		1 to 1	SSD	WP_012395805.1	1 to 1	Borderline-SSD	YP_889353.1	0	N/A		1 to 1	SSD	WP_003875497.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673042	RVBD_1202	WP_003406235.1	succinyl-diaminopimelate desuccinylase	1 to 1	RBB	YP_005238574	1 to 1	SSD	WP_010949654.1	1 to 1	RBB	WP_000206625.1	1 to 2	RBB	NP_416967.1;NP_417348.1	1 to 1	RBB	NP_249853.1	1 to 1	SSD	YP_001702078	1 to 1	RBB	WP_003140540.1	1 to 1	RBB	NP_461418.1	1 to 1	SSD	WP_009956183.1	1 to 1	RBB	YP_001085818	1 to 1	SSD	WP_011739199.1	1 to 1	SSD	YP_889352.1	1 to 2	RBB	YP_002387908;YP_002388334	1 to 1	SSD	WP_009975554.1	0	N/A		1 to 1	RBB	YP_001575891	1 to 1	RBB	YP_500727.1	1 to 1	SSD	WP_001016570.1	0	N/A	
397673043	RVBD_1203c	WP_003406236.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673044	RVBD_1204c	WP_003406237.1	hypothetical protein	0	N/A		1 to 2	RBB	WP_019306675.1;WP_019306676.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001704635	0	N/A		0	N/A		1 to 1	SSD	WP_041784835.1	0	N/A		1 to 1	SSD	WP_012395804.1	1 to 1	RBB	YP_889338.1	0	N/A		1 to 1	SSD	WP_011724081.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673045	RVBD_1205	WP_003898770.1	hypothetical protein	0	N/A		1 to 1	Borderline-SSD	WP_003875507.1	1 to 1	RBB	WP_000820897.1	0	N/A		1 to 1	RBB	NP_253610.1	1 to 1	SSD	YP_001702083	1 to 1	RBB	WP_003141699.1	0	N/A		1 to 1	Borderline-SSD	WP_020188822.1	1 to 2	RBB	YP_001083272;YP_001086096	1 to 1	SSD	WP_012395803.1	1 to 1	SSD	YP_889337.1	0	N/A		1 to 1	Borderline-SSD	WP_003875507.1	1 to 1	RBB	WP_004175848.1	1 to 1	RBB	YP_001574603	1 to 1	RBB	YP_499247.1	1 to 2	RBB	WP_001084312.1;WP_001089658.1	1 to 1	RBB	WP_002293608.1
397673046	RVBD_1206	WP_003406240.1	fatty-acyl-CoA synthase	0	N/A		1 to 1	SSD	WP_010949652.1	0	N/A		0	N/A		1 to 1	RBB	NP_251583.1	1 to 1	RBB	YP_001702084	1 to 1	RBB	WP_003138713.1	0	N/A		1 to 1	SSD	WP_009956208.1	1 to 1	RBB	YP_001083461	1 to 1	SSD	WP_012395802.1	1 to 1	SSD	YP_889336.1	0	N/A		1 to 1	SSD	WP_009975559.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_000084318.1	0	N/A	
397673047	RVBD_1207	WP_003406241.1	dihydropteroate synthase 2 folP2	0	N/A		1 to 1	SSD	WP_003875509.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001702087	0	N/A		0	N/A		1 to 1	SSD	WP_009956206.1	0	N/A		1 to 1	SSD	WP_041325461.1	1 to 1	SSD	YP_889335.1	0	N/A		1 to 1	SSD	WP_003875509.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673048	RVBD_1208	WP_003406242.1	glucosyl-3-phosphoglycerate synthase	0	N/A		1 to 1	SSD	WP_003878473.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001702088	0	N/A		0	N/A		1 to 1	SSD	WP_014379457.1	0	N/A		1 to 1	SSD	WP_012395800.1	1 to 1	Borderline-SSD	YP_889334.1	0	N/A		1 to 1	SSD	WP_011724082.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673049	RVBD_1209	WP_003406243.1	DivIVA domain-containing protein	0	N/A		1 to 1	SSD	WP_003875511.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001702090	0	N/A		0	N/A		1 to 1	SSD	WP_009956316.1	0	N/A		1 to 1	SSD	WP_011739205.1	1 to 1	SSD	YP_889333.1	0	N/A		1 to 1	SSD	WP_009975561.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673050	RVBD_1210	WP_003406244.1	DNA-3-methyladenine glycosylase I	1 to 1	RBB	YP_005239871	1 to 1	SSD	WP_003878472.1	1 to 1	RBB	WP_001001237.1	1 to 1	RBB	NP_418005.1	1 to 1	SSD	NP_248700.1	1 to 1	SSD	YP_001702091	1 to 1	SSD	WP_003097280.1	1 to 1	RBB	NP_462543.1	1 to 1	SSD	WP_009956315.1	1 to 1	RBB	YP_001086426	1 to 1	SSD	WP_011739206.1	1 to 1	Borderline-SSD	YP_889332.1	1 to 1	RBB	YP_002389022	1 to 1	SSD	WP_009975562.1	1 to 1	RBB	WP_041168913.1	1 to 1	RBB	YP_001575542	1 to 1	RBB	YP_500273.1	1 to 1	RBB	WP_000857011.1	1 to 1	RBB	WP_002293710.1
397673051	RVBD_1211	WP_003900293.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001702092	0	N/A		0	N/A		1 to 1	Borderline-SSD	YP_005336801	0	N/A		1 to 1	Borderline-SSD	WP_011739207.1	1 to 1	SSD	YP_889331.1	0	N/A		1 to 1	SimNSSD	YP_880600.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673052	RVBD_1212c	WP_003898773.1	corynebacterium family glycogen synthase	0	N/A		1 to 1	SSD	WP_003878469.1	0	N/A		0	N/A		2 to 1	RBB	NP_250082.1	1 to 1	SSD	YP_001702093	0	N/A		0	N/A		1 to 1	SSD	WP_014379458.1	1 to 1	RBB	YP_001083487	1 to 1	SSD	WP_012395798.1	1 to 1	SSD	YP_889330.1	3 to 1	RBB	YP_002387504	1 to 1	SSD	WP_031347743.1	1 to 1	RBB	WP_015875019.1	0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_002297171.1
397673053	RVBD_1213	WP_003406249.1	glucose-1-phosphate adenylyltransferase	1 to 1	RBB	YP_005239741	1 to 1	SSD	WP_003878468.1	0	N/A		1 to 1	RBB	NP_417888.1	0	N/A		1 to 1	SSD	YP_001702094	0	N/A		1 to 1	RBB	NP_462437.1	1 to 1	SSD	WP_008254617.1	0	N/A		1 to 1	SSD	WP_012395797.1	1 to 1	SSD	YP_889329.1	1 to 1	RBB	YP_002388894	1 to 1	SSD	WP_003875515.1	1 to 1	RBB	WP_002920566.1	0	N/A		0	N/A		0	N/A		0	N/A	
397673054	RVBD_1214c	WP_003406250.1	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673055	RVBD_1215c	WP_003898774.1	hydrolase	0	N/A		1 to 1	RBB	WP_010949650.1	1 to 1	RBB	WP_001071595.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012393142.1	1 to 1	RBB	YP_889529.1	0	N/A		1 to 1	RBB	WP_011724086.1	0	N/A		1 to 1	RBB	YP_001576455	1 to 1	RBB	YP_501368.1	0	N/A		0	N/A	
397673056	RVBD_1216c	WP_003406252.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003875517.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001705411	0	N/A		0	N/A		1 to 1	SSD	WP_009956312.1	0	N/A		1 to 1	SSD	WP_012395794.1	1 to 1	RBB	YP_889327.1	0	N/A		1 to 1	SSD	WP_009975566.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673057	RVBD_1217c	WP_003898775.1	antibiotic transporter permease	0	N/A		1 to 1	SSD	WP_033709956.1	0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	YP_001702098	0	N/A		0	N/A		1 to 1	SSD	WP_009956311.1	0	N/A		1 to 1	SSD	WP_012395793.1	1 to 1	RBB	YP_889326.1	0	N/A		1 to 1	SSD	WP_033711608.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_002350472.1
397673058	RVBD_1218c	WP_003906541.1	antibiotic transporter ATP-binding protein	0	N/A		1 to 1	SSD	WP_019683828.1	1 to 1	RBB	WP_000524830.1	0	N/A		1 to 1	RBB	NP_252084.1	1 to 1	Non-SSD	YP_001702099	1 to 1	RBB	WP_003138226.1	0	N/A		1 to 1	SSD	WP_041787038.1	0	N/A		1 to 1	SSD	WP_012395792.1	1 to 1	RBB	YP_889325.1	0	N/A		1 to 1	SSD	WP_011724088.1	0	N/A		1 to 1	RBB	YP_001576194	1 to 1	RBB	YP_501080.1	0	N/A		1 to 1	RBB	WP_002289288.1
397673059	RVBD_1219c	WP_003406254.1	transcriptional regulator	1 to 1	RBB	YP_005236543	1 to 1	SSD	WP_031351173.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001702100	0	N/A		1 to 1	RBB	NP_459797.1	1 to 1	SSD	WP_014379462.1	0	N/A		1 to 1	SSD	WP_012395791.1	1 to 1	SSD	YP_889324.1	0	N/A		1 to 1	SSD	WP_009975569.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673060	RVBD_1220c	WP_003911448.1	methyltransferase	0	N/A		1 to 1	SSD	WP_003878464.1	2 to 1	RBB	WP_000342258.1	0	N/A		0	N/A		1 to 1	SSD	YP_001702101	0	N/A		0	N/A		1 to 1	SSD	WP_014379463.1	0	N/A		1 to 1	SSD	WP_012395789.1	1 to 1	SSD	YP_889323.1	0	N/A		1 to 1	SSD	WP_003875521.1	0	N/A		2 to 1	RBB	YP_001575500	2 to 1	RBB	YP_500227.1	0	N/A		0	N/A	
397673061	RVBD_1221	WP_003406257.1	sigma-70 family RNA polymerase sigma factor	0	N/A		1 to 1	SSD	WP_003875522.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001702102	0	N/A		0	N/A		1 to 1	SSD	WP_014379464.1	2 to 1	RBB	YP_001085617	1 to 1	SSD	WP_012395788.1	1 to 1	SSD	YP_889322.1	0	N/A		1 to 1	SSD	WP_041160742.1	0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_000362312.1	3 to 1	RBB	WP_002295126.1
397673062	RVBD_1222	WP_003406258.1	ECF subfamily RNA polymerase sigma-70 factor	0	N/A		1 to 1	SSD	WP_033706258.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001702103	0	N/A		0	N/A		1 to 1	SSD	WP_044059203.1	0	N/A		1 to 1	SSD	WP_011742080.1	1 to 1	SSD	YP_889321.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673063	RVBD_1223	WP_003911452.1	serine protease htrA	2 to 3	RBB	YP_005235880;YP_005239532;YP_005239533	1 to 1	SSD	WP_003878463.1	2 to 1	RBB	WP_001279338.1	1 to 3	RBB	NP_414703.1;NP_417701.1;NP_417702.1	1 to 2	RBB	NP_249457.1;NP_253136.1	1 to 1	SSD	YP_001702104	1 to 2	RBB	WP_003140933.1;WP_003094320.1	2 to 3	RBB	NP_459214.1;NP_462258.1;NP_462259.1	1 to 1	SSD	WP_009956301.1	2 to 1	SSD	YP_001085544	1 to 1	SSD	WP_012395787.1	1 to 1	SSD	YP_889320.1	2 to 3	RBB	YP_002385655;YP_002388711;YP_002388712	1 to 1	SSD	WP_011724091.1	3 to 1	RBB	WP_004174125.1;WP_002918568.1;WP_011977675.1	2 to 1	RBB	YP_001575602	2 to 1	RBB	YP_500344.1	1 to 2	RBB	WP_000842416.1;WP_001254962.1	2 to 1	RBB	WP_002304098.1
397673064	RVBD_1224	WP_003898780.1	twin arginine-targeting protein translocase TatB	0	N/A		1 to 1	SSD	WP_003875525.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001702105	0	N/A		0	N/A		1 to 1	SSD	WP_009956299.1	0	N/A		1 to 1	SSD	WP_011742078.1	1 to 1	SSD	YP_889319.1	0	N/A		1 to 1	SSD	WP_011724092.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
