Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Propionibacterium propionicum F0230a - ortholog count (reference : comparison)	Propionibacterium propionicum F0230a - ortholuge status	Propionibacterium propionicum F0230a - ortholog NCBI RefSeq accession	Pseudomonas stutzeri DSM 10701 - ortholog count (reference : comparison)	Pseudomonas stutzeri DSM 10701 - ortholuge status	Pseudomonas stutzeri DSM 10701 - ortholog NCBI RefSeq accession	Pseudomonas putida KT2440 - ortholog count (reference : comparison)	Pseudomonas putida KT2440 - ortholuge status	Pseudomonas putida KT2440 - ortholog NCBI RefSeq accession	Pseudomonas putida S16 - ortholog count (reference : comparison)	Pseudomonas putida S16 - ortholuge status	Pseudomonas putida S16 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PA7 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PA7 - ortholuge status	Pseudomonas aeruginosa PA7 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa DK2 - ortholog count (reference : comparison)	Pseudomonas aeruginosa DK2 - ortholuge status	Pseudomonas aeruginosa DK2 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Pseudomonas mendocina ymp - ortholog count (reference : comparison)	Pseudomonas mendocina ymp - ortholuge status	Pseudomonas mendocina ymp - ortholog NCBI RefSeq accession	Neisseria meningitidis MC58 - ortholog count (reference : comparison)	Neisseria meningitidis MC58 - ortholuge status	Neisseria meningitidis MC58 - ortholog NCBI RefSeq accession	Neisseria gonorrhoeae FA 1090 - ortholog count (reference : comparison)	Neisseria gonorrhoeae FA 1090 - ortholuge status	Neisseria gonorrhoeae FA 1090 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa NCGM2.S1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa NCGM2.S1 - ortholuge status	Pseudomonas aeruginosa NCGM2.S1 - ortholog NCBI RefSeq accession	Corynebacterium kroppenstedtii DSM 44385 - ortholog count (reference : comparison)	Corynebacterium kroppenstedtii DSM 44385 - ortholuge status	Corynebacterium kroppenstedtii DSM 44385 - ortholog NCBI RefSeq accession
397672341	RVBD_0543c	WP_003402896.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_012732493.1
397672342	RVBD_0544c	WP_003402901.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672343	RVBD_0545c	WP_003911224.1	PiT family inorganic phosphate transporter	1 to 1	SSD	WP_014845786.1	0	N/A		1 to 2	RBB	NP_743532.1;NP_746223.1	1 to 2	RBB	WP_013973370.1;WP_013974049.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012732491.1
397672344	RVBD_0546c	WP_003402907.1	lactoylglutathione lyase	0	N/A		1 to 1	RBB	WP_014851822.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012018224.1	0	N/A		0	N/A		0	N/A		0	N/A	
397672345	RVBD_0547c	WP_003402909.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672346	RVBD_0548c	WP_003915439.1	1,4-Dihydroxy-2-naphthoyl-CoA synthase	1 to 1	SSD	WP_041696808.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012732490.1
397672347	RVBD_0549c	WP_003898500.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672348	RVBD_0550c	WP_003402915.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672349	RVBD_0551c	WP_003911239.1	fatty-acyl-CoA synthase	0	N/A		0	N/A		1 to 1	RBB	NP_744188.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672350	RVBD_0552	WP_003402920.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_747353.1	1 to 1	RBB	WP_013972323.1	1 to 1	RBB	WP_012076487.1	1 to 1	RBB	WP_003090562.1	1 to 1	RBB	WP_003139199.1	1 to 1	RBB	WP_012018902.1	0	N/A		0	N/A		1 to 1	RBB	WP_003089724.1	0	N/A	
397672351	RVBD_0553	WP_003402923.1	O-succinylbenzoate synthase	1 to 1	RBB	WP_014847389.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Borderline-SSD	WP_012732489.1
397672352	RVBD_0554	WP_003402925.1	peroxiredoxin	0	N/A		0	N/A		1 to 2	RBB	NP_743539.1;NP_746649.1	1 to 2	RBB	WP_013973707.1;WP_013974041.1	1 to 1	RBB	WP_003156563.1	2 to 2	RBB	WP_003105224.1;WP_003116400.1	0	N/A		1 to 1	RBB	WP_012017915.1	0	N/A		0	N/A		0	N/A		0	N/A	
397672353	RVBD_0555	WP_003402927.1	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase	1 to 1	SSD	WP_041697754.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_041629619.1
397672354	RVBD_0556	WP_003911225.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_041629617.1
397672355	RVBD_0557	WP_003898502.1	GDP-mannose-dependent alpha-mannosyltransferase	2 to 1	RBB	WP_014845404.1;WP_014846561.1	1 to 1	SSD	WP_014851986.1	1 to 1	RBB	NP_742939.1	1 to 1	RBB	WP_013970950.1	1 to 1	RBB	WP_012076981.1	1 to 1	RBB	WP_003116486.1	1 to 1	RBB	WP_003085828.1	1 to 1	RBB	WP_011921061.1	0	N/A		0	N/A		1 to 1	RBB	WP_003085828.1	1 to 1	SSD	WP_012732486.1
397672356	RVBD_0558	WP_003402936.1	menaquinone biosynthesis methyltransferase ubiE	1 to 1	SSD	WP_014847383.1	1 to 1	RBB	WP_014854404.1	1 to 1	RBB	NP_747113.1	1 to 1	RBB	WP_013974541.1	1 to 1	SSD	WP_003155129.1	1 to 1	RBB	WP_003103462.1	1 to 1	RBB	WP_003103462.1	1 to 1	SSD	WP_004372941.1	1 to 1	RBB	NP_273785.1	1 to 1	RBB	YP_207480.1	1 to 1	RBB	WP_003095876.1	1 to 1	SSD	WP_012732485.1
397672357	RVBD_0559c	WP_003402937.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672358	RVBD_0560c	WP_003911240.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012019035.1	0	N/A		0	N/A		0	N/A		0	N/A	
397672359	RVBD_0561c	WP_003402939.1	geranylgeranyl reductase	1 to 1	RBB	WP_014847376.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672360	RVBD_0562	WP_003402957.1	heptaprenyl diphosphate synthase	1 to 2	RBB	WP_014847361.1	1 to 2	RBB	WP_014854152.1	2 to 1	RBB	NP_742848.1	2 to 1	RBB	WP_013970819.1	2 to 1	SSD	WP_003154366.1	2 to 1	RBB	WP_003094763.1	2 to 1	RBB	WP_003094763.1	2 to 1	SSD	WP_003240422.1	0	N/A		0	N/A		2 to 1	RBB	WP_003094763.1	2 to 1	SSD	WP_041629616.1
397672361	RVBD_0563	WP_003402959.1	heat shock protein HtpX	0	N/A		1 to 1	SSD	WP_014852099.1	1 to 1	RBB	NP_744026.1	1 to 1	RBB	WP_013971542.1	1 to 1	Borderline-SSD	WP_003090915.1	1 to 1	RBB	WP_003090915.1	1 to 1	RBB	WP_003090915.1	1 to 1	Borderline-SSD	WP_003240885.1	1 to 1	Non-SSD	NP_273864.1	1 to 1	RBB	YP_207555.1	1 to 1	RBB	WP_003090915.1	0	N/A	
397672362	RVBD_0564c	WP_003911241.1	glycerol-3-phosphate dehydrogenase [NAD(P)+]	1 to 1	RBB	WP_014847302.1	1 to 1	RBB	WP_014853194.1	1 to 1	RBB	NP_746286.1	1 to 1	RBB	WP_013973425.1	1 to 1	RBB	WP_012076274.1	1 to 1	RBB	WP_003097883.1	1 to 1	SSD	WP_003109958.1	0	N/A		2 to 1	RBB	NP_275050.1	0	N/A		1 to 1	SSD	WP_003087482.1	0	N/A	
397672363	RVBD_0565c	WP_003402981.1	monooxygenase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672364	RVBD_0566c	WP_003402987.1	hypothetical protein	1 to 1	RBB	WP_014847347.1	1 to 1	RBB	WP_014853774.1	1 to 1	RBB	NP_743511.1	1 to 1	RBB	WP_013974099.1	1 to 1	RBB	WP_003155666.1	1 to 1	Borderline-SSD	WP_003106526.1	1 to 1	Borderline-SSD	WP_003094081.1	1 to 1	RBB	WP_003243014.1	0	N/A		0	N/A		1 to 1	Borderline-SSD	WP_003094081.1	0	N/A	
397672365	RVBD_0567	WP_003898505.1	methyltransferase	1 to 1	Borderline-SSD	WP_041697266.1	1 to 1	RBB	WP_043942583.1	0	N/A		0	N/A		1 to 1	RBB	WP_012074250.1	1 to 1	RBB	WP_003093617.1	1 to 1	RBB	WP_003093617.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003093617.1	0	N/A	
397672366	RVBD_0568	WP_017351644.1	cytochrome P450 135B1 cyp135B1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672367	RVBD_0569	WP_003402995.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672368	RVBD_0570	WP_003402998.1	ribonucleoside-diphosphate reductase nrdZ	1 to 1	Non-SSD	WP_014846984.1	1 to 1	SSD	WP_014854545.1	1 to 1	RBB	NP_743339.1	1 to 1	RBB	WP_013973842.1	1 to 1	SSD	WP_012078060.1	1 to 1	RBB	WP_003099736.1	1 to 1	RBB	WP_003099736.1	1 to 1	RBB	WP_012019265.1	2 to 1	RBB	NP_274311.1	0	N/A		1 to 1	RBB	WP_031630455.1	0	N/A	
397672370	RVBD_0571Ac	YP_006513905	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672369	RVBD_0571c	WP_003403001.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_014853347.1	1 to 1	RBB	NP_745373.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672371	RVBD_0572c	WP_003911226.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672372	RVBD_0573c	WP_003403007.1	nicotinate phosphoribosyltransferase pncB2	0	N/A		0	N/A		0	N/A		1 to 2	RBB	WP_013973046.1;WP_013974413.1	0	N/A		0	N/A		2 to 1	RBB	WP_003099996.1	1 to 1	Non-SSD	WP_012017995.1	1 to 1	RBB	NP_274513.1	1 to 1	RBB	YP_208063.1	2 to 1	RBB	WP_003095586.1	0	N/A	
397672373	RVBD_0574c	WP_003403008.1	poly-gamma-glutamate synthesis protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_011920526.1	1 to 2	RBB	NP_274175.1;NP_274211.1	0	N/A		0	N/A		0	N/A	
397672374	RVBD_0575c	WP_003898508.1	oxidoreductase	1 to 2	RBB	WP_041696988.1	0	N/A		2 to 1	RBB	NP_746074.1	0	N/A		0	N/A		2 to 2	RBB	WP_003091709.1;WP_003090354.1	2 to 2	RBB	WP_003091709.1;WP_003119987.1	0	N/A		0	N/A		0	N/A		2 to 2	RBB	WP_003090354.1;WP_003091709.1	0	N/A	
397672375	RVBD_0576	WP_031647375.1	ArsR family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	YP_208257.1	0	N/A		0	N/A	
397672376	RVBD_0577	WP_003403012.1	antigen Cfp30B	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672377	RVBD_0578c	WP_010886080.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672378	RVBD_0579	WP_003898511.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672379	RVBD_0580c	WP_003403017.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672380	RVBD_0581	WP_003403039.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672381	RVBD_0582	WP_003403047.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672382	RVBD_0583c	WP_003403052.1	lipoprotein LpqN	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672383	RVBD_0584	WP_003403055.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672384	RVBD_0585c	WP_003900178.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672385	RVBD_0586	WP_003403065.1	GntR family transcriptional regulator	0	N/A		1 to 1	RBB	WP_014852895.1	2 to 1	RBB	NP_745875.1	1 to 3	RBB	WP_013972012.1;WP_013972994.1;WP_013974312.1	1 to 1	RBB	WP_012076266.1	1 to 1	RBB	WP_003097856.1	1 to 1	RBB	WP_003122888.1	1 to 2	RBB	WP_003245991.1;WP_003240520.1	2 to 1	RBB	NP_274714.1	2 to 1	RBB	YP_208420.1	1 to 1	RBB	WP_003087512.1	1 to 1	RBB	WP_041629607.1
397672386	RVBD_0587	WP_003403095.1	ABC transporter permease	0	N/A		1 to 2	RBB	WP_014851660.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_003242901.1	4 to 1	RBB	NP_274959.1	4 to 1	RBB	YP_209127.1	0	N/A		0	N/A	
397672387	RVBD_0588	WP_003403101.1	ABC transporter permease	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672388	RVBD_0589	WP_031682170.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672389	RVBD_0590	YP_006513924	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672390	RVBD_0590A	YP_006513925	ABC transporter substrate-binding protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672391	RVBD_0591	WP_003900181.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672392	RVBD_0592	WP_003403112.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672393	RVBD_0593	WP_003403114.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672394	RVBD_0594	WP_003403119.1	virulence factor Mce family protein	0	N/A		1 to 3	RBB	WP_014851661.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672395	RVBD_0595c	WP_003403122.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672396	RVBD_0596c	WP_003403125.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672398	RVBD_0597A	YP_006513933	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672397	RVBD_0597c	WP_003403128.1	ATPase AAA+ superfamily protein	7 to 1	RBB	WP_041697161.1;WP_014847906.1;WP_041696623.1;WP_014847431.1;WP_014847342.1;WP_041696891.1;YP_006511023	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672399	RVBD_0598c	WP_003403137.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672400	RVBD_0599c	WP_003403139.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672401	RVBD_0600c	WP_003900973.1	sensor histidine kinase component HK1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_024087997.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672402	RVBD_0601c	WP_003917320.1	sensor histidine kinase component HK2	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672403	RVBD_0602c	WP_003403148.1	transcriptional regulatory protein tcrA	0	N/A		0	N/A		1 to 4	RBB	NP_742199.1;NP_742217.1;NP_743596.1;NP_744307.1	1 to 4	RBB	WP_013970970.1;WP_003258489.1;WP_044047186.1;WP_013974882.1	1 to 2	RBB	WP_012076417.1;WP_003089900.1	1 to 3	RBB	WP_003097513.1;WP_003089900.1;WP_003083028.1	1 to 2	RBB	WP_003089900.1;WP_003083028.1	1 to 1	RBB	WP_003464910.1	9 to 1	RBB	NP_273639.1	9 to 1	RBB	YP_207344.1	1 to 2	RBB	WP_003083028.1;WP_003089900.1	0	N/A	
397672404	RVBD_0603	WP_003403164.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672405	RVBD_0604	WP_003900184.1	lipoprotein LpqO	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672406	RVBD_0605	WP_003403171.1	resolvase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672407	RVBD_0606	WP_003403177.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672408	RVBD_0607	WP_003898523.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672409	RVBD_0608	WP_003403184.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672410	RVBD_0609	WP_003403187.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672411	RVBD_0609A	WP_003900974.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672412	RVBD_0609Bc	YP_006513947	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672413	RVBD_0610c	WP_003898524.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672414	RVBD_0611c	WP_003898525.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672415	RVBD_0612	WP_003898526.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672416	RVBD_0613c	WP_003900188.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_014852247.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672417	RVBD_0614	WP_003898528.1	galactose-1-phosphate uridylyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672418	RVBD_0615	WP_003403210.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672420	RVBD_0616A	WP_003403213.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672419	RVBD_0616c	WP_003898530.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672421	RVBD_0617	WP_003403218.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672422	RVBD_0618	YP_006513957	galactose-1-phosphate uridylyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_041629036.1
397672423	RVBD_0619	YP_006513958	galactose-1-phosphate uridylyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672424	RVBD_0620	WP_003906403.1	galactokinase	1 to 1	RBB	WP_014846440.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Borderline-SSD	WP_041629037.1
397672425	RVBD_0621	WP_003898532.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672426	RVBD_0622	WP_003403232.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672427	RVBD_0623	WP_003403235.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672428	RVBD_0624	WP_003403236.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672429	RVBD_0625c	WP_003403239.1	TVP38/TMEM64 family membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672430	RVBD_0626	WP_003403244.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672431	RVBD_0627	WP_003403246.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672432	RVBD_0628c	WP_003403248.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397672433	RVBD_0629c	WP_003900979.1	exodeoxyribonuclease V subunit alpha	1 to 1	Borderline-SSD	WP_041696521.1	1 to 1	RBB	WP_014854590.1	1 to 1	RBB	NP_746781.1	1 to 1	RBB	WP_013974250.1	1 to 1	RBB	WP_012077100.1	1 to 1	RBB	WP_003116544.1	1 to 1	RBB	WP_003141173.1	1 to 1	RBB	WP_012018436.1	1 to 1	RBB	NP_274257.1	1 to 1	RBB	YP_207898.1	1 to 1	RBB	WP_003093778.1	0	N/A	
397672434	RVBD_0630c	WP_003905355.1	exodeoxyribonuclease V subunit beta	0	N/A		1 to 1	RBB	WP_014854591.1	1 to 1	RBB	NP_746782.1	1 to 1	RBB	WP_013974251.1	1 to 1	RBB	WP_012077101.1	1 to 1	RBB	WP_003116545.1	1 to 1	RBB	WP_011666747.1	1 to 1	RBB	WP_012018435.1	1 to 1	RBB	NP_273827.1	1 to 1	RBB	YP_207526.1	1 to 1	RBB	WP_003093781.1	0	N/A	
397672435	RVBD_0631c	WP_003900193.1	exodeoxyribonuclease V subunit gamma	1 to 1	Non-SSD	WP_014846942.1	1 to 1	RBB	WP_014854592.1	1 to 1	RBB	NP_746783.1	1 to 1	RBB	WP_023662317.1	1 to 1	RBB	WP_041025402.1	1 to 1	RBB	WP_003116546.1	1 to 1	RBB	WP_003141177.1	1 to 1	RBB	WP_041772865.1	1 to 1	RBB	NP_274723.1	1 to 1	RBB	YP_208429.1	1 to 1	RBB	WP_023098820.1	0	N/A	
