Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession
397673148	RVBD_1306	WP_003898818.1	ATP synthase subunit B	0	N/A		0	N/A		1 to 1	RBB	NP_254245.1	1 to 1	RBB	WP_003100235.1	0	N/A		1 to 1	RBB	YP_001083236	0	N/A	
397673149	RVBD_1307	WP_003406697.1	ATP synthase subunit B-delta	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673150	RVBD_1308	WP_003406699.1	ATP synthase subunit alpha	1 to 1	RBB	YP_005240135	1 to 1	RBB	NP_418190.1	1 to 1	Borderline-SSD	NP_254243.1	1 to 1	SimNSSD	WP_003097134.1	1 to 1	RBB	NP_462766.1	1 to 1	SSD	YP_001083238	1 to 1	RBB	YP_002389219
397673151	RVBD_1309	WP_003898819.1	ATP synthase subunit gamma	1 to 1	RBB	YP_005240134	1 to 1	RBB	NP_418189.1	1 to 1	SSD	NP_254242.1	1 to 1	SSD	WP_003097132.1	1 to 1	RBB	NP_462765.1	1 to 1	RBB	YP_001083239	1 to 1	RBB	YP_002389218
397673152	RVBD_1310	WP_003406701.1	ATP synthase subunit beta	1 to 1	SSD	YP_005240133	1 to 1	RBB	NP_418188.1	1 to 1	SSD	NP_254241.1	1 to 1	Borderline-SSD	WP_003097130.1	1 to 1	SSD	NP_462764.1	1 to 1	SSD	YP_001083240	1 to 1	RBB	YP_002389217
397673153	RVBD_1311	WP_003406708.1	ATP synthase subunit epsilon	1 to 1	RBB	YP_005240132	1 to 1	RBB	NP_418187.1	1 to 1	RBB	NP_254240.1	1 to 1	RBB	WP_003097128.1	1 to 1	RBB	NP_462763.1	1 to 1	RBB	YP_001083241	1 to 1	RBB	YP_002389216
397673154	RVBD_1312	WP_003406722.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673155	RVBD_1313c	WP_003900758.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673156	RVBD_1314c	WP_003406839.1	cob(I)yrinic acid a,c-diamide adenosyltransferase	1 to 1	RBB	YP_005238080	0	N/A		1 to 1	RBB	NP_253089.1	1 to 1	RBB	WP_003094089.1	1 to 1	Borderline-SSD	NP_460995.1	1 to 1	Borderline-SSD	YP_001085886	0	N/A	
397673157	RVBD_1315	WP_003406845.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	1 to 1	RBB	YP_005239486	1 to 1	RBB	NP_417656.1	1 to 1	SSD	NP_253140.1	1 to 1	SSD	WP_003094332.1	1 to 1	RBB	NP_462217.1	1 to 1	RBB	YP_001083731	1 to 1	RBB	YP_002388672
397673158	RVBD_1316c	WP_003406857.1	methylated-DNA--protein-cysteine methyltransferase	1 to 1	SSD	YP_005237573	1 to 1	RBB	NP_415851.1	1 to 1	SSD	NP_249686.1	1 to 1	SSD	WP_003086236.1	1 to 1	RBB	NP_460618.1	1 to 1	RBB	YP_001083757	1 to 1	RBB	YP_002386806
397673159	RVBD_1317c	WP_003900313.1	ada regulatory protein alkA	1 to 1	RBB	YP_005238162	1 to 1	RBB	NP_416572.1	1 to 1	RBB	NP_250377.1	1 to 1	RBB	WP_003087659.1	1 to 1	SSD	NP_461069.1	0	N/A		1 to 1	RBB	YP_002387549
397673160	RVBD_1318c	WP_003406864.1	adenylate cyclase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673161	RVBD_1319c	WP_003406867.1	adenylate cyclase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673162	RVBD_1320c	WP_009935613.1	adenylate cyclase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673163	RVBD_1321	WP_003916802.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673164	RVBD_1322	WP_003898823.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673165	RVBD_1322A	WP_003900316.1	methylmalonyl-CoA epimerase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673166	RVBD_1323	WP_023637385.1	acetyl-CoA C-acetyltransferase	1 to 1	RBB	YP_005239151	1 to 1	RBB	NP_417321.2	1 to 2	RBB	NP_250691.1;NP_252614.1	1 to 1	RBB	WP_003139732.1	1 to 1	RBB	NP_461936.1	1 to 2	RBB	YP_001084758;YP_001085850	1 to 2	RBB	YP_002386924;YP_002388306
397673167	RVBD_1324	WP_003406887.1	thioredoxin	1 to 1	RBB	YP_005236205	1 to 1	RBB	NP_415025.4	0	N/A		1 to 1	RBB	WP_003137633.1	1 to 1	RBB	NP_459499.1	0	N/A		1 to 1	RBB	YP_002385971
397673168	RVBD_1325c	WP_010886112.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673169	RVBD_1326c	WP_003900318.1	1,4-alpha-glucan-branching protein	1 to 1	RBB	YP_005239743	1 to 1	RBB	NP_417890.1	1 to 1	RBB	NP_250843.1	1 to 1	RBB	WP_031632505.1	1 to 1	RBB	NP_462439.1	0	N/A		1 to 1	RBB	YP_002388896
397673170	RVBD_1327c	WP_003915171.1	glucanase glgE	0	N/A		0	N/A		1 to 1	RBB	NP_250841.1	1 to 1	RBB	WP_003109862.1	0	N/A		0	N/A		0	N/A	
397673171	RVBD_1328	WP_003901135.1	glycogen phosphorylase	1 to 1	RBB	YP_005239739	1 to 1	RBB	NP_417886.1	1 to 1	Non-SSD	NP_250834.1	1 to 1	Non-SSD	WP_003088906.1	1 to 1	RBB	NP_462435.1	0	N/A		1 to 1	RBB	YP_002388892
397673172	RVBD_1329c	WP_003898827.1	ATP-dependent DNA helicase DinG	1 to 1	RBB	YP_005237762	1 to 1	RBB	NP_416322.1	1 to 1	SSD	NP_249736.1	1 to 1	SSD	WP_003086351.1	1 to 1	RBB	NP_460777.1	0	N/A		1 to 1	RBB	YP_002387293
397673173	RVBD_1330c	WP_003911483.1	nicotinate phosphoribosyltransferase pncB1	0	N/A		0	N/A		2 to 1	RBB	NP_253606.1	2 to 1	RBB	WP_003099996.1	0	N/A		0	N/A		0	N/A	
397673174	RVBD_1331	WP_003406906.1	ATP-dependent Clp protease adapter protein ClpS	1 to 1	RBB	YP_005236654	1 to 1	RBB	NP_415402.1	1 to 1	RBB	NP_251311.3	1 to 1	RBB	WP_003097649.1	1 to 1	RBB	NP_459921.1	0	N/A		1 to 1	RBB	YP_002386380
397673175	RVBD_1332	WP_003406907.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673176	RVBD_1333	WP_003406908.1	hydrolase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673177	RVBD_1334	WP_003406909.1	CysO-cysteine peptidase	1 to 1	RBB	YP_005238701	0	N/A		1 to 1	RBB	NP_249330.1	1 to 1	RBB	WP_003137403.1	0	N/A		0	N/A		1 to 2	RBB	YP_002386261;YP_002387005
397673178	RVBD_1335	WP_003406910.1	sulfur carrier protein CysO	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673179	RVBD_1336	WP_003406912.1	O-phosphoserine sulfhydrylase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673180	RVBD_1337	WP_003917462.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673181	RVBD_1338	WP_003406919.1	glutamate racemase	1 to 1	RBB	YP_005240418	1 to 1	RBB	NP_418402.2	1 to 1	SSD	NP_253351.1	1 to 1	SSD	WP_003141625.1	1 to 1	RBB	NP_463010.1	1 to 1	RBB	YP_001083441	1 to 1	RBB	YP_002389444
397673182	RVBD_1339	WP_009936344.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673183	RVBD_1340	WP_003406926.1	ribonuclease PH	1 to 1	SSD	YP_005239976	1 to 1	RBB	YP_001491547	1 to 1	RBB	NP_254021.1	1 to 1	RBB	WP_003096595.1	1 to 1	RBB	NP_462634.1	1 to 1	RBB	YP_001083139	1 to 1	RBB	YP_002389119
397673184	RVBD_1341	WP_003911498.1	nucleoside-triphosphatase	1 to 1	SSD	YP_005239249	1 to 1	RBB	NP_417429.1	1 to 1	SSD	NP_249078.1	1 to 1	SSD	WP_003084527.1	1 to 1	SSD	NP_462019.1	1 to 1	SSD	YP_001083525	1 to 1	RBB	YP_002388426
397673185	RVBD_1342c	WP_003406937.1	integral membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673186	RVBD_1343c	WP_003898833.1	lipoprotein LprD	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673187	RVBD_1344	WP_003911484.1	acyl carrier protein MbtL	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673188	RVBD_1345	WP_003406950.1	long-chain-fatty-acid-[acyl-carrier-protein] ligase MbtM	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673189	RVBD_1346	WP_003406953.1	acyl-[acyl-carrier-protein] dehydrogenase MbtN	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673190	RVBD_1347c	WP_003406956.1	lysine N-acyltransferase mbtK	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 2	RBB	YP_001084686;YP_001085589	0	N/A	
397673191	RVBD_1348	WP_003406958.1	iron import ATP-binding/permease IrtA	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673192	RVBD_1349	WP_003900322.1	iron import ATP-binding/permease IrtB	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673193	RVBD_1350	WP_003406963.1	3-oxoacyl-ACP reductase	1 to 1	RBB	YP_005238531	1 to 1	RBB	NP_416921.4	1 to 1	RBB	NP_253079.1	1 to 1	RBB	WP_003094072.1	1 to 1	RBB	NP_461380.1	2 to 1	RBB	YP_001084001	1 to 1	RBB	YP_002387871
397673194	RVBD_1351	WP_003898835.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673195	RVBD_1352	WP_003406967.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673196	RVBD_1353c	WP_003898836.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673197	RVBD_1354c	WP_003898837.1	diguanylate cyclase	1 to 2	RBB	YP_005237622;YP_005239578	1 to 2	RBB	NP_415801.1;NP_416006.4	1 to 11	RBB	NP_248976.1;NP_249266.1;NP_249872.1;NP_250418.1;NP_250762.1;NP_252001.1;NP_253057.1;NP_253291.1;NP_253704.1;NP_253982.1;NP_254129.1	1 to 11	RBB	WP_003084250.1;WP_003137355.1;WP_016254263.1;WP_003139631.1;WP_011666707.1;WP_003086577.1;WP_003094007.1;WP_011666766.1;WP_003141759.1;WP_003121292.1;WP_003142102.1	1 to 2	RBB	NP_460662.1;NP_462298.1	1 to 2	RBB	YP_001083601;YP_001085361	1 to 2	RBB	YP_002386756;YP_002386934
397673198	RVBD_1355c	WP_031646983.1	molybdopterin biosynthesis protein MoeY	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673199	RVBD_1356c	WP_003911502.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673201	RVBD_1357Ac	YP_006514736	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673200	RVBD_1357c	WP_003406987.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673202	RVBD_1358	WP_003901139.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673203	RVBD_1359	WP_003407052.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673204	RVBD_1359Ac	YP_006514739	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673205	RVBD_1360	WP_003898842.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673206	RVBD_1361c	WP_003901140.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673207	RVBD_1362c	WP_003407152.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673208	RVBD_1363c	WP_003407157.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673209	RVBD_1364c	WP_003916806.1	anti-anti-sigma factor	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673210	RVBD_1365c	WP_003898845.1	anti-anti-sigma factor	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673211	RVBD_1366	WP_003407164.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
561108341	RVBD_1367c	WP_003898846.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_251005.1	1 to 1	RBB	WP_003139367.1	0	N/A		0	N/A		0	N/A	
397673213	RVBD_1368	WP_003407180.1	lipoprotein LprF	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673214	RVBD_1369c	WP_003899492.1	transposase	16 to 2	RBB	YP_005235998;YP_005238852	16 to 6	RBB	NP_414833.1;NP_414906.1;NP_415073.1;NP_415545.1;NP_416593.1;NP_418015.1	16 to 2	RBB	NP_249669.1;NP_250628.1	16 to 2	RBB	WP_003137178.1;WP_023443521.1	16 to 2	RBB	NP_459321.1;NP_461696.1	16 to 1	RBB	YP_001083709	16 to 1	RBB	YP_002387468
397673215	RVBD_1370c	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		16 to 1	RBB	YP_001083708	0	N/A	
397673216	RVBD_1371	WP_003911522.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673217	RVBD_1372	WP_003407185.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673218	RVBD_1373	WP_031647462.1	glycolipid sulfotransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673219	RVBD_1374c	WP_003916821.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673220	RVBD_1375	WP_003898850.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673221	RVBD_1376	WP_003900327.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673222	RVBD_1377c	WP_003898852.1	transferase	2 to 1	SSD	YP_005237513	3 to 1	RBB	NP_416735.1	2 to 1	RBB	NP_253802.1	2 to 1	RBB	WP_003110179.1	2 to 1	RBB	NP_460567.1	0	N/A		2 to 1	RBB	YP_002386867
397673223	RVBD_1378c	WP_003911527.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673224	RVBD_1379	WP_003407196.1	pyrR protein	0	N/A		0	N/A		1 to 1	SSD	NP_249094.1	1 to 1	Borderline-SSD	WP_003084574.1	0	N/A		0	N/A		0	N/A	
397673225	RVBD_1380	WP_003407200.1	aspartate carbamoyltransferase	1 to 1	SSD	YP_005240782	1 to 1	RBB	NP_418666.1	1 to 1	SSD	NP_249093.1	1 to 1	SSD	WP_003084569.1	1 to 1	Borderline-SSD	NP_463320.1	1 to 1	SSD	YP_001084222	1 to 1	RBB	YP_002389709
397673226	RVBD_1381	WP_003407204.1	dihydroorotase	1 to 1	SSD	YP_005236226	1 to 2	RBB	NP_415045.1;NP_417349.4	1 to 1	RBB	NP_249092.1	1 to 1	RBB	WP_004365041.1	1 to 1	Borderline-SSD	NP_459518.1	1 to 1	RBB	YP_001084223	1 to 2	RBB	YP_002385989;YP_002388335
397673227	RVBD_1382	WP_003898853.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673228	RVBD_1383	WP_003407208.1	carbamoyl-phosphate synthase small subunit	1 to 1	SSD	YP_005235710	1 to 1	RBB	NP_414573.1	1 to 1	SSD	NP_253446.1	1 to 1	SSD	WP_011666772.1	1 to 1	SSD	NP_459071.1	1 to 1	SSD	YP_001085701	1 to 1	RBB	YP_002385529
397673229	RVBD_1384	WP_003898855.1	carbamoyl-phosphate synthase large subunit	1 to 1	SSD	YP_005235711	1 to 1	RBB	NP_414574.1	1 to 1	SSD	NP_253444.1	1 to 1	SSD	WP_003095207.1	1 to 1	SSD	NP_459072.1	1 to 1	SSD	YP_001085702	1 to 1	RBB	YP_002385530
397673230	RVBD_1385	WP_003407220.1	orotidine 5'-phosphate decarboxylase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673231	RVBD_1386	WP_003407225.1	PE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673232	RVBD_1387	WP_003407230.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673233	RVBD_1388	WP_003407240.1	integration host factor mihF	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673234	RVBD_1389	WP_003900331.1	guanylate kinase	1 to 1	RBB	YP_005239985	1 to 1	RBB	NP_418105.1	1 to 1	SSD	NP_254023.1	1 to 1	SSD	WP_003098317.1	1 to 1	RBB	NP_462640.1	1 to 1	RBB	YP_001086169	1 to 1	RBB	YP_002389124
397673235	RVBD_1390	WP_003407248.1	DNA-directed RNA polymerase subunit omega	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673236	RVBD_1391	WP_003901150.1	coenzyme A biosynthesis CoaBC	1 to 1	SSD	YP_005239972	1 to 1	RBB	NP_418096.4	1 to 1	SSD	NP_254007.1	1 to 1	SSD	WP_003098292.1	1 to 1	SSD	NP_462630.2	1 to 1	SSD	YP_001085924	1 to 1	RBB	YP_002389115
397673237	RVBD_1392	WP_003900333.1	S-adenosylmethionine synthase	1 to 1	RBB	YP_005239235	1 to 1	RBB	NP_417417.1	1 to 1	SSD	NP_249237.1	1 to 1	SSD	WP_003084948.1	1 to 1	RBB	NP_462006.1	1 to 1	RBB	YP_001084548	1 to 1	RBB	YP_002388414
397673238	RVBD_1393c	WP_003407257.1	cyclohexanone monooxygenase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673239	RVBD_1394c	WP_003911514.1	cytochrome P450 132 cyp132	0	N/A		0	N/A		5 to 1	RBB	NP_252369.1	5 to 1	RBB	WP_003137978.1	0	N/A		0	N/A		0	N/A	
397673240	RVBD_1395	WP_003407264.1	transcriptional regulator	1 to 4	RBB	YP_005236816;YP_005238975;YP_005238984;YP_005240623	2 to 5	RBB	NP_415096.1;NP_415098.1;NP_417972.1;NP_417973.1;NP_418540.1	1 to 1	RBB	NP_250786.1	1 to 1	RBB	WP_003139609.1	1 to 4	RBB	NP_460056.1;NP_461788.1;NP_461796.1;NP_463180.1	1 to 1	RBB	YP_001084156	1 to 4	RBB	YP_002386014;YP_002388978;YP_002388979;YP_002389582
397673241	RVBD_1396c	WP_010886114.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673242	RVBD_1397c	WP_003898861.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673243	RVBD_1398c	WP_003407272.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673244	RVBD_1399c	WP_003407276.1	lipase lipH	3 to 1	RBB	YP_005240299	4 to 1	RBB	NP_415009.1	3 to 1	RBB	NP_254071.1	3 to 1	RBB	WP_003115631.1	3 to 1	RBB	NP_462912.1	0	N/A		3 to 1	RBB	YP_002389363
397673245	RVBD_1400c	WP_003407279.1	lipase lipH	3 to 1	RBB	YP_005240299	4 to 1	RBB	NP_415009.1	3 to 1	RBB	NP_254071.1	3 to 1	RBB	WP_003115631.1	3 to 1	RBB	NP_462912.1	1 to 1	RBB	YP_001083886	3 to 1	RBB	YP_002389363
397673246	RVBD_1401	WP_031647000.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673247	RVBD_1402	WP_003407285.1	primosomal protein N'	1 to 1	RBB	YP_005240376	1 to 1	RBB	NP_418370.1	1 to 1	Borderline-SSD	NP_253737.1	1 to 1	Non-SSD	WP_003141792.1	1 to 1	RBB	NP_462976.1	1 to 1	RBB	YP_001083430	1 to 1	RBB	YP_002389411
397673248	RVBD_1403c	WP_003407292.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673249	RVBD_1404	WP_023637390.1	hypothetical protein	1 to 1	SSD	YP_005237406	1 to 1	RBB	NP_416047.4	0	N/A		0	N/A		1 to 1	RBB	NP_460480.1	0	N/A		1 to 1	RBB	YP_002386976
397673250	RVBD_1405c	WP_003407297.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673251	RVBD_1406	WP_003900336.1	methionyl-tRNA formyltransferase	1 to 1	RBB	YP_005239597	1 to 1	RBB	NP_417746.1	1 to 1	RBB	NP_248708.1	1 to 1	RBB	WP_003142204.1	1 to 1	RBB	NP_462311.1	1 to 1	RBB	YP_001086447	1 to 1	RBB	YP_002388758
397673252	RVBD_1407	WP_003898865.1	ribosomal RNA small subunit methyltransferase B	1 to 1	RBB	YP_005239598	1 to 1	RBB	NP_417747.1	1 to 1	RBB	NP_248707.1	1 to 1	RBB	WP_003142203.1	1 to 1	RBB	NP_462312.1	1 to 1	SSD	YP_001086448	1 to 1	RBB	YP_002388759
397673253	RVBD_1408	WP_003898866.1	ribulose-phosphate 3-epimerase	1 to 1	RBB	YP_005239681	1 to 1	RBB	NP_417845.1	1 to 1	SSD	NP_249298.1	1 to 1	SSD	WP_003085122.1	1 to 1	SSD	NP_462386.1	1 to 1	RBB	YP_001083751	1 to 1	RBB	YP_002388844
397673254	RVBD_1409	WP_003898867.1	riboflavin biosynthesis protein RibD	1 to 1	SSD	YP_005236108	1 to 1	RBB	NP_414948.1	1 to 1	SSD	NP_252745.1	1 to 1	SSD	WP_003137634.1	1 to 1	SSD	NP_459411.1	1 to 1	SSD	YP_001083298	1 to 1	RBB	YP_002385890
397673255	RVBD_1410c	WP_023637391.1	MFS-type drug efflux transporter P55	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673256	RVBD_1411c	WP_003407315.1	lipoprotein LprG	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673257	RVBD_1412	WP_003407318.1	riboflavin synthase subunit alpha	1 to 1	RBB	YP_005237295	1 to 1	RBB	NP_416179.1	1 to 1	Borderline-SSD	NP_252744.1	1 to 1	Borderline-SSD	WP_003093316.1	1 to 1	SSD	NP_460389.1	1 to 1	SSD	YP_001083300	1 to 1	RBB	YP_002387143
397673258	RVBD_1413	WP_003900337.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673259	RVBD_1414	WP_003407330.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673260	RVBD_1415	WP_003407334.1	riboflavin biosynthesis protein ribBA	1 to 1	RBB	YP_005237633	1 to 1	RBB	NP_415793.1	2 to 1	Borderline-SSD	NP_252743.1	2 to 1	Non-SSD	WP_003093313.1	1 to 1	SSD	NP_460670.1	2 to 1	SSD	YP_001086379	1 to 1	RBB	YP_002386746
561108342	RVBD_1416	WP_003898872.1	6,7-dimethyl-8-ribityllumazine synthase	1 to 1	RBB	YP_005236109	1 to 1	RBB	NP_414949.1	1 to 1	Borderline-SSD	NP_252742.1	1 to 1	Borderline-SSD	WP_003093311.1	1 to 1	Borderline-SSD	NP_459412.1	1 to 1	RBB	YP_001086380	1 to 1	RBB	YP_002385891
397673262	RVBD_1417	WP_003407340.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673263	RVBD_1418	WP_003407343.1	lipoprotein LprH	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673264	RVBD_1419	WP_003407345.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673265	RVBD_1420	WP_003407347.1	UvrABC system protein C	1 to 1	SSD	YP_005237913	1 to 1	RBB	NP_416423.4	1 to 1	SSD	NP_251275.1	1 to 1	SSD	WP_003097551.1	1 to 1	SSD	NP_460899.1	1 to 1	SSD	YP_001083378	1 to 1	RBB	YP_002387409
397673266	RVBD_1421	WP_003898873.1	hypothetical protein	1 to 1	RBB	YP_005239503	1 to 1	RBB	NP_417672.1	1 to 1	RBB	NP_253155.1	1 to 1	RBB	WP_003094361.1	1 to 1	RBB	NP_462233.1	1 to 1	RBB	YP_001083641	1 to 1	RBB	YP_002388688
